,Age,Community_Building,Country,Gender,Marital_Status,Opinions_on_Censorship,Web_Ordering,Years_on_Internet,Major_Occupation
4863,36,3,114,1,4,1,2,4,Professional
4864,25,3,76,1,3,0,2,2,Professional
4865,32,1,56,1,1,2,1,0,Professional
4866,10,2,88,1,5,0,1,4,Education
4867,13,3,6,1,5,0,2,4,Management
4868,35,3,6,0,1,2,1,2,Other
4869,34,3,61,1,1,0,2,2,Other
4870,17,1,74,0,3,0,1,0,Education
4871,12,0,126,0,5,0,1,0,Education
4872,13,0,16,1,5,3,1,4,Education
4873,15,3,118,1,5,0,2,2,Computer
4874,16,3,1,1,5,0,1,2,Education
4875,39,0,31,0,1,3,2,2,Other
4876,27,0,76,1,5,3,1,4,Professional
4877,64,3,86,1,1,2,2,0,Professional
4878,62,0,6,0,3,2,2,2,Management
4879,36,3,9,0,2,3,2,4,Other
4880,20,0,14,1,1,3,2,4,Management
4881,7,1,76,1,5,1,2,4,Education
4882,34,3,123,1,5,3,2,4,Other
4883,34,0,41,0,1,0,2,0,Management
4884,14,1,76,0,5,1,2,1,Professional
4885,29,3,48,1,3,0,2,0,Professional
4886,38,0,122,1,1,3,2,0,Other
4887,14,0,125,0,5,1,2,0,Professional
4888,26,1,41,0,5,1,2,0,Management
4889,23,0,62,1,5,0,1,4,Other
4890,69,0,16,1,3,0,2,0,Other
4891,46,3,16,1,4,1,2,0,Other
4892,5,1,85,1,5,1,1,0,Education
4893,27,1,16,0,1,0,1,4,Other
4894,16,1,85,1,1,0,1,0,Computer
4895,22,0,89,0,3,0,1,3,Professional
4896,34,0,122,1,4,0,1,4,Education
4897,32,3,92,0,1,0,2,4,Management
4898,29,3,77,1,5,2,1,0,Management
4899,11,1,105,1,5,0,2,1,Education
4900,41,3,41,1,1,0,2,0,Professional
4901,22,3,122,0,1,0,1,4,Management
4902,37,3,60,1,1,0,1,4,Management
4903,45,3,80,1,4,0,1,0,Management
4904,18,1,48,1,5,3,2,1,Management
4905,29,3,43,1,1,0,2,3,Computer
4906,33,3,56,1,1,0,2,1,Computer
4907,31,3,76,1,1,2,2,4,Management
4908,37,1,43,1,1,0,1,0,Professional
4909,16,0,59,1,3,0,2,0,Other
4910,28,0,113,0,1,0,1,2,Computer
4911,14,1,80,0,1,0,1,1,Professional
4912,31,1,60,1,1,0,2,1,Management
4913,32,0,114,1,1,0,2,0,Professional
4914,14,1,74,1,3,2,1,2,Other
4915,46,3,31,1,0,1,2,1,Other
4916,38,3,16,0,5,0,2,3,Computer
4917,8,0,11,1,5,3,2,0,Education
4918,62,0,122,0,1,0,1,4,Professional
4919,37,3,61,0,0,0,1,4,Other
4920,22,0,121,0,5,0,2,2,Education
4921,16,1,74,1,5,0,2,2,Professional
4922,76,0,33,0,6,3,1,4,Other
4923,29,3,125,1,5,0,1,0,Computer
4924,11,3,126,0,5,0,2,0,Education
4925,22,3,35,1,1,0,2,3,Computer
4926,58,0,80,1,1,0,1,4,Other
4927,34,0,3,1,6,0,2,4,Management
4928,42,1,61,1,5,0,2,4,Other
4929,76,3,21,1,2,0,2,1,Management
4930,26,2,43,0,0,0,1,2,Other
4931,12,3,113,1,5,0,2,1,Education
4932,22,3,64,0,1,1,2,0,Management
4933,33,3,33,0,0,0,2,0,Computer
4934,21,1,34,1,5,0,2,0,Education
4935,17,2,16,1,5,0,2,3,Computer
4936,23,0,16,0,1,1,2,1,Education
4937,24,3,114,1,5,2,1,0,Other
4938,76,0,9,1,1,3,2,0,Management
4939,14,0,52,0,1,0,1,4,Professional
4940,37,3,14,0,3,2,2,0,Computer
4941,23,3,74,1,5,1,1,4,Other
4942,28,2,55,1,5,0,1,4,Education
4943,30,3,16,1,1,0,2,0,Management
4944,36,1,88,1,1,0,2,0,Management
4945,23,1,58,0,5,1,2,1,Computer
4946,52,3,16,1,0,0,2,2,Professional
4947,76,1,31,0,1,0,1,4,Professional
4948,37,0,80,1,1,3,1,1,Education
4949,44,0,114,0,0,0,1,2,Management
4950,4,3,66,1,5,0,1,4,Education
4951,9,1,16,1,5,1,2,0,Education
4952,68,3,80,1,1,0,2,0,Professional
4953,24,3,123,1,1,0,1,4,Other
4954,13,2,118,1,5,3,2,0,Education
4955,15,1,123,1,1,3,1,2,Education
4956,34,0,31,1,5,2,1,0,Professional
4957,63,3,41,1,1,0,2,1,Professional
4958,37,3,111,1,3,0,2,3,Professional
4959,13,1,21,1,5,0,1,1,Professional
4960,27,1,60,1,1,3,1,3,Computer
4961,25,0,33,1,1,0,2,1,Management
4962,22,3,76,1,1,0,1,3,Computer
4963,35,0,31,1,1,0,2,2,Management
4964,23,3,51,0,1,0,2,4,Professional
4965,14,3,126,1,1,0,2,0,Professional
4966,14,0,125,0,1,2,1,4,Professional
4967,9,3,16,1,5,3,1,0,Education
4968,16,1,61,1,5,0,2,3,Professional
4969,22,3,69,1,1,3,2,2,Other
4970,33,3,113,1,1,1,2,0,Management
4971,11,3,16,0,5,0,2,0,Education
4972,41,0,31,1,1,1,2,0,Other
4973,63,3,41,1,1,0,1,2,Other
4974,39,0,123,0,0,1,2,4,Education
4975,34,0,85,1,1,3,1,4,Other
4976,11,1,60,1,5,0,1,1,Education
4977,16,3,16,0,5,3,2,1,Professional
4978,20,2,123,1,3,0,2,0,Computer
4979,7,3,123,1,5,0,2,0,Computer
4980,16,1,76,1,5,2,2,2,Other
4981,50,0,85,0,0,0,1,4,Other
4982,37,0,45,0,1,0,2,2,Other
4983,21,3,52,1,5,0,2,1,Computer
4984,55,3,36,1,5,0,2,0,Other
4985,25,1,64,1,0,2,2,0,Computer
4986,16,1,124,1,5,0,2,4,Management
4987,27,0,88,1,5,0,1,0,Other
4988,32,2,60,1,1,0,0,1,Education
4989,11,0,62,0,5,3,1,1,Education
4990,30,3,31,0,6,0,1,2,Other
4991,76,0,16,1,5,0,2,0,Other
4992,9,0,105,0,5,1,1,4,Management
4993,10,1,60,0,5,1,1,0,Education
4994,14,1,33,0,1,0,1,4,Other
4995,6,0,16,1,2,0,1,1,Education
4996,23,1,31,1,4,0,2,1,Professional
4997,17,3,74,1,4,0,2,4,Other
4998,30,3,92,1,4,2,2,0,Computer
4999,18,0,59,1,1,0,1,2,Professional
5000,18,0,1,1,5,0,1,4,Other
5001,64,1,74,1,1,0,1,2,Other
5002,12,0,60,0,5,1,2,1,Professional
5003,37,1,76,1,1,3,1,2,Computer
5004,27,2,74,1,1,0,2,1,Management
5005,33,3,60,0,4,0,2,2,Professional
5006,5,1,31,0,5,2,1,4,Education
5007,32,3,33,1,1,3,2,0,Professional
5008,44,1,31,0,1,0,1,2,Management
5009,28,3,59,1,1,0,2,3,Management
5010,13,3,60,1,5,0,1,1,Computer
5011,8,0,92,0,5,3,2,4,Education
5012,56,0,31,1,5,0,2,0,Other
5013,29,3,114,0,1,0,2,0,Computer
5014,64,1,122,1,1,0,2,0,Other
5015,44,3,76,1,5,0,1,2,Professional
5016,37,0,9,0,1,0,1,4,Other
5017,35,0,61,1,1,0,2,0,Education
5018,17,1,6,1,1,0,2,3,Computer
5019,25,3,16,1,1,2,2,1,Professional
5020,46,3,41,1,0,3,2,2,Management
5021,9,0,9,1,5,3,2,0,Education
5022,19,3,113,0,1,0,2,4,Other
5023,9,1,74,0,5,0,2,0,Education
5024,30,2,71,1,5,0,2,0,Management
5025,23,3,89,1,1,2,1,0,Computer
5026,10,3,119,0,5,3,2,3,Education
5027,9,3,41,0,5,0,1,4,Education
5028,35,3,45,1,1,3,2,4,Other
5029,17,3,41,1,1,0,2,1,Professional
5030,38,3,41,0,0,3,2,0,Computer
5031,37,3,52,1,1,0,2,0,Management
5032,43,0,114,1,1,1,2,0,Professional
5033,15,3,89,1,1,3,1,3,Computer
5034,65,0,61,0,4,3,1,2,Education
5035,25,1,76,1,3,0,2,0,Professional
5036,12,1,45,0,5,0,2,0,Other
5037,15,3,118,1,5,2,1,0,Computer
5038,15,3,88,1,5,3,1,0,Other
5039,15,0,85,1,5,0,1,1,Computer
5040,38,3,41,0,1,1,2,0,Other
5041,22,3,64,0,1,0,1,4,Computer
5042,16,3,118,0,5,3,1,0,Other
5043,36,3,16,1,1,3,1,0,Computer
5044,76,3,126,1,1,2,2,1,Computer
5045,42,3,118,0,0,0,2,1,Management
5046,10,2,89,0,3,2,2,0,Education
5047,17,3,41,1,5,3,1,0,Education
5048,76,3,31,0,1,3,1,4,Education
5049,18,3,76,0,5,1,2,4,Professional
5050,27,3,62,0,1,1,2,0,Computer
5051,38,2,97,0,0,2,1,4,Professional
5052,10,3,43,1,5,0,2,0,Education
5053,19,3,90,1,3,1,2,1,Computer
5054,39,3,62,0,0,1,2,2,Other
5055,12,3,76,0,5,0,2,1,Professional
5056,15,0,76,1,5,0,2,0,Education
5057,17,0,123,1,1,0,2,0,Computer
5058,58,1,85,1,1,2,2,0,Professional
5059,19,1,77,0,5,0,2,2,Education
5060,34,1,16,1,5,0,2,3,Professional
5061,18,1,76,1,5,0,1,0,Computer
5062,36,3,114,0,1,3,2,0,Professional
5063,12,1,74,1,5,0,2,1,Computer
5064,11,0,86,1,5,3,1,0,Education
5065,22,0,76,1,5,0,2,2,Computer
5066,36,0,68,0,6,0,2,2,Management
5067,14,1,114,1,3,0,1,1,Professional
5068,19,1,41,0,5,0,1,0,Education
5069,45,0,43,0,1,3,2,0,Other
5070,61,3,113,0,5,3,2,0,Other
5071,12,3,21,1,3,1,2,1,Computer
5072,48,3,113,1,1,0,2,2,Other
5073,29,0,126,1,1,2,2,4,Other
5074,14,0,88,1,3,1,2,1,Education
5075,22,1,1,0,2,3,2,2,Other
5076,41,0,114,0,1,0,2,0,Management
5077,76,3,16,1,3,0,2,1,Computer
5078,14,3,16,1,5,0,2,4,Professional
5079,11,0,31,0,5,3,1,1,Education
5080,39,0,31,1,1,1,2,0,Professional
5081,9,3,85,0,5,1,2,4,Education
5082,45,0,16,1,1,0,2,1,Computer
5083,21,1,41,1,0,1,2,1,Computer
5084,18,3,43,1,5,0,1,2,Other
5085,25,3,85,1,1,3,1,0,Management
5086,24,3,76,1,1,0,1,4,Other
5087,6,0,85,1,5,1,1,0,Education
5088,37,1,61,1,1,0,2,0,Professional
5089,12,3,61,1,5,2,2,1,Computer
5090,41,0,33,1,1,1,2,0,Other
5091,11,3,46,1,5,3,2,0,Education
5092,19,3,9,1,1,0,2,1,Management
5093,24,0,43,1,0,2,1,2,Professional
5094,25,0,122,0,3,1,2,0,Management
5095,23,0,119,0,1,0,2,0,Other
5096,41,0,20,1,2,0,1,0,Computer
5097,39,1,105,1,1,3,1,4,Other
5098,28,1,31,0,1,0,2,4,Professional
5099,23,0,9,0,1,0,2,0,Computer
5100,36,1,36,1,1,0,2,1,Management
5101,76,0,1,0,1,0,1,1,Professional
5102,21,1,55,1,5,3,2,0,Other
5103,39,1,33,1,1,0,1,3,Management
5104,43,0,88,1,1,0,1,0,Other
5105,39,3,71,1,1,1,2,0,Professional
5106,35,3,69,1,3,0,2,0,Management
5107,66,0,80,0,6,0,1,2,Other
5108,14,3,41,0,3,0,2,1,Education
5109,43,0,80,1,1,0,2,4,Computer
5110,30,3,60,1,1,0,2,3,Computer
5111,22,3,114,1,1,1,2,4,Other
5112,19,3,59,0,5,0,2,0,Professional
5113,21,1,16,1,5,0,2,2,Management
5114,39,3,126,1,1,3,2,1,Professional
5115,22,0,114,1,1,3,1,1,Computer
5116,19,1,59,0,1,0,2,2,Other
5117,21,0,61,1,1,1,1,4,Computer
5118,23,0,3,0,0,0,1,0,Education
5119,76,0,59,0,5,0,1,4,Other
5120,76,3,16,1,2,1,1,4,Professional
5121,36,0,123,1,5,0,1,4,Other
5122,21,2,33,1,1,0,1,4,Professional
5123,9,1,104,0,5,1,1,2,Education
5124,27,3,52,0,1,0,1,4,Professional
5125,25,0,34,1,2,3,1,1,Computer
5126,14,3,114,1,5,3,2,0,Management
5127,14,3,60,1,5,0,2,2,Other
5128,45,0,16,1,1,0,2,2,Education
5129,23,3,21,1,1,0,2,1,Computer
5130,19,0,62,0,1,0,2,1,Education
5131,38,0,41,0,1,2,1,2,Education
5132,13,1,61,1,5,0,2,0,Education
5133,18,3,89,1,5,1,2,1,Management
5134,17,1,36,0,3,1,2,3,Education
5135,2,3,92,1,5,0,1,2,Education
5136,9,3,55,0,3,1,2,1,Education
5137,44,3,55,1,0,0,2,4,Other
5138,36,3,31,0,1,0,2,2,Other
5139,50,3,74,1,1,3,2,2,Management
5140,30,3,119,0,1,0,1,1,Education
5141,42,0,105,1,1,1,2,1,Professional
5142,13,3,92,1,5,0,2,1,Professional
5143,24,3,122,0,0,1,2,0,Computer
5144,25,3,114,1,5,0,1,2,Management
5145,10,0,83,1,5,0,2,0,Education
5146,20,1,43,1,5,0,2,0,Computer
5147,18,1,41,1,5,0,2,3,Computer
5148,42,0,55,0,0,0,2,4,Professional
5149,10,1,88,0,5,1,2,4,Education
5150,76,3,105,1,1,0,1,2,Professional
5151,14,3,85,0,5,0,2,0,Computer
5152,13,3,118,1,5,2,2,1,Professional
5153,17,0,22,1,5,0,2,1,Computer
5154,7,0,61,0,5,2,1,4,Education
5155,12,3,90,1,5,1,1,2,Management
5156,32,3,85,1,0,1,2,1,Professional
5157,36,3,16,0,5,1,2,1,Computer
5158,13,0,88,1,5,3,2,1,Education
5159,9,3,64,1,5,0,1,0,Education
5160,17,1,122,0,3,2,2,0,Computer
5161,16,2,123,1,5,2,2,0,Professional
5162,66,3,123,1,1,0,1,0,Other
5163,21,1,64,1,1,0,2,1,Management
5164,22,1,62,0,1,1,1,4,Professional
5165,14,0,76,0,5,1,1,0,Management
5166,19,0,27,1,1,2,2,1,Computer
5167,15,3,110,1,5,0,2,3,Management
5168,16,3,55,0,1,0,2,0,Professional
5169,25,0,105,0,1,0,2,0,Computer
5170,9,1,122,1,5,0,1,0,Education
5171,18,1,80,0,1,0,1,0,Computer
5172,15,3,9,0,5,1,2,2,Computer
5173,36,3,122,0,0,3,2,1,Computer
5174,16,1,31,1,5,0,2,0,Professional
5175,30,3,16,0,3,0,2,3,Computer
5176,62,0,31,1,5,1,2,2,Other
5177,25,3,55,1,5,3,1,2,Professional
5178,35,0,92,1,1,0,2,2,Other
5179,27,0,114,0,1,1,1,0,Education
5180,27,3,16,1,0,0,2,0,Professional
5181,33,3,10,1,0,1,2,1,Professional
5182,42,1,60,0,3,0,2,4,Other
5183,25,0,30,1,3,3,2,0,Professional
5184,11,3,113,0,1,3,1,2,Other
5185,10,0,122,0,5,3,1,0,Education
5186,12,3,124,1,5,1,1,1,Education
5187,32,3,40,1,1,0,2,0,Computer
5188,43,3,16,0,1,1,2,0,Computer
5189,17,3,124,1,1,3,2,1,Computer
5190,20,3,61,1,1,0,2,0,Computer
5191,14,1,20,1,5,0,2,1,Computer
5192,17,0,85,1,5,0,2,0,Education
5193,16,1,51,1,1,0,2,3,Computer
5194,37,0,62,0,0,3,1,0,Management
5195,13,0,41,0,5,2,2,0,Education
5196,19,1,73,1,5,1,2,3,Education
5197,46,1,3,1,5,2,2,0,Computer
5198,29,3,85,1,5,0,2,4,Other
5199,16,1,30,1,5,0,1,1,Education
5200,19,0,76,0,5,1,1,0,Other
5201,22,3,6,1,1,0,2,0,Management
5202,37,3,16,0,5,0,2,0,Other
5203,21,1,33,1,5,0,2,2,Professional
5204,28,1,68,1,1,0,2,0,Other
5205,32,1,41,1,1,3,2,0,Computer
5206,15,3,43,0,4,0,1,4,Computer
5207,8,3,85,1,5,2,2,1,Education
5208,7,0,43,0,5,1,1,0,Education
5209,9,3,114,1,5,0,2,1,Education
5210,13,3,41,0,1,3,2,0,Education
5211,31,1,74,1,1,0,2,2,Professional
5212,46,1,76,1,1,1,2,2,Other
5213,76,0,16,1,1,2,1,1,Management
5214,20,3,76,0,5,0,2,3,Management
5215,10,0,85,0,5,1,2,0,Education
5216,52,3,85,0,1,0,1,2,Professional
5217,14,3,76,0,5,3,2,4,Professional
5218,10,0,16,1,5,0,1,4,Education
5219,17,1,118,1,3,3,2,3,Computer
5220,18,1,16,0,1,3,1,0,Professional
5221,19,1,125,1,0,1,2,1,Computer
5222,8,0,61,1,5,0,2,2,Education
5223,65,0,16,1,1,1,2,0,Professional
5224,35,0,43,1,1,0,1,0,Other
5225,12,3,1,1,5,1,2,0,Computer
5226,23,3,21,1,5,3,2,2,Professional
5227,49,2,114,1,1,1,1,0,Management
5228,14,3,99,1,1,0,2,3,Computer
5229,16,3,114,1,1,1,2,1,Computer
5230,16,3,98,1,5,0,2,1,Computer
5231,18,3,33,1,0,0,2,1,Professional
5232,26,3,118,0,5,0,1,0,Management
5233,39,0,76,1,1,2,2,0,Computer
5234,8,3,110,0,5,1,2,0,Education
5235,21,3,31,0,1,3,1,1,Education
5236,15,3,76,0,5,0,2,0,Education
5237,18,0,60,0,5,2,1,0,Education
5238,41,1,76,0,1,1,1,4,Computer
5239,28,0,92,1,1,0,2,0,Computer
5240,13,1,33,0,5,3,2,0,Management
5241,41,3,118,1,1,0,1,0,Management
5242,23,3,114,0,5,0,2,2,Other
5243,5,3,21,0,5,1,2,2,Education
5244,27,3,21,0,1,1,1,4,Other
5245,49,0,76,1,1,0,2,0,Management
5246,4,3,20,1,5,2,1,4,Education
5247,25,0,45,0,1,3,2,2,Professional
5248,35,3,55,0,1,0,1,2,Other
5249,8,0,92,0,3,1,1,4,Education
5250,18,1,64,1,3,1,1,4,Other
5251,19,0,7,0,1,3,1,4,Professional
5252,19,3,80,0,5,3,2,1,Management
5253,32,3,124,0,1,0,2,1,Professional
5254,28,0,3,0,5,2,2,1,Management
5255,43,3,76,1,1,0,2,1,Professional
5256,27,0,122,0,1,3,2,4,Management
5257,19,3,80,0,1,3,1,0,Computer
5258,28,1,21,0,0,0,2,2,Professional
5259,22,1,43,1,5,0,2,3,Management
5260,23,3,9,1,3,1,2,3,Computer
5261,23,0,61,1,3,0,1,4,Other
5262,37,0,89,1,1,2,1,0,Professional
5263,8,1,45,0,5,3,2,4,Education
5264,12,2,76,0,5,3,1,0,Education
5265,43,3,85,1,1,2,2,0,Management
5266,31,0,74,1,5,1,2,4,Other
5267,2,0,92,1,5,2,0,2,Education
5268,39,0,125,1,1,0,1,4,Other
5269,19,3,31,0,5,0,2,4,Management
5270,18,1,118,1,1,0,1,0,Computer
5271,38,1,121,1,1,1,2,0,Other
5272,12,0,30,1,3,3,2,0,Education
5273,26,1,33,0,1,3,1,0,Other
5274,16,3,125,1,5,0,2,0,Education
5275,17,3,90,1,5,0,1,1,Professional
5276,34,3,16,0,1,3,2,1,Other
5277,37,3,86,0,1,0,2,0,Education
5278,9,3,16,0,5,0,2,3,Education
5279,30,3,74,0,5,3,2,1,Computer
5280,23,3,31,0,1,2,2,2,Education
5281,33,0,85,1,1,0,1,4,Other
5282,7,3,118,1,5,0,2,2,Education
5283,28,3,69,1,5,0,2,0,Management
5284,15,1,80,0,5,0,1,4,Professional
5285,30,1,76,0,5,3,1,0,Other
5286,17,3,60,0,3,0,2,0,Computer
5287,18,1,74,0,3,3,2,0,Professional
5288,18,3,16,1,3,1,1,0,Other
5289,17,1,119,1,5,1,2,2,Other
5290,30,0,73,0,3,3,1,2,Professional
5291,29,0,6,0,1,1,2,0,Computer
5292,44,3,43,1,1,0,2,2,Professional
5293,21,3,113,0,5,1,1,4,Professional
5294,13,3,16,1,5,3,2,3,Computer
5295,15,3,6,1,5,0,2,0,Education
5296,15,1,20,1,1,1,2,1,Computer
5297,35,0,31,1,1,1,2,0,Professional
5298,20,1,62,1,3,3,2,4,Other
5299,20,3,122,1,5,0,2,1,Computer
5300,23,0,114,0,1,0,1,0,Management
5301,27,0,114,0,5,3,1,2,Professional
5302,8,3,52,0,3,0,1,4,Education
5303,31,0,86,1,5,2,2,0,Other
5304,76,3,61,0,2,0,2,0,Professional
5305,14,3,51,0,1,3,1,4,Other
5306,28,0,6,0,1,0,1,0,Other
5307,8,1,16,0,5,0,1,2,Education
5308,17,0,75,0,5,1,2,0,Education
5309,33,0,76,1,3,3,2,2,Professional
5310,36,3,33,1,1,0,2,1,Professional
5311,30,1,21,0,0,0,2,0,Other
5312,67,0,45,1,1,3,1,2,Other
5313,18,3,76,0,5,1,2,1,Professional
5314,10,1,52,1,5,1,2,1,Education
5315,20,1,85,0,3,1,1,2,Management
5316,12,3,85,1,3,1,0,4,Other
5317,21,3,124,1,1,1,2,1,Computer
5318,40,1,33,1,5,2,1,2,Management
5319,38,3,73,0,1,0,2,0,Education
5320,34,0,16,0,1,0,1,4,Professional
5321,18,1,92,1,1,3,2,2,Management
5322,42,0,114,0,1,0,2,0,Professional
5323,60,2,60,0,0,3,2,4,Other
5324,35,1,68,1,1,1,2,0,Other
5325,30,3,86,0,3,0,2,2,Other
5326,46,3,34,1,1,1,2,0,Computer
5327,49,3,45,1,1,2,2,4,Other
5328,43,0,16,1,1,0,0,4,Professional
5329,18,3,6,1,1,1,1,2,Computer
5330,9,1,75,1,5,1,1,0,Management
5331,29,3,98,0,5,1,1,1,Computer
5332,17,3,59,1,5,1,2,3,Computer
5333,25,0,88,1,5,0,1,1,Computer
5334,35,0,89,0,1,0,2,0,Professional
5335,16,0,60,1,5,3,2,1,Education
5336,46,1,122,1,1,0,1,2,Other
5337,39,3,105,0,1,0,2,1,Education
5338,17,0,114,0,5,0,2,0,Professional
5339,13,3,126,1,5,3,2,1,Education
5340,31,3,85,0,1,0,2,2,Professional
5341,39,1,111,1,1,0,2,4,Management
5342,22,2,9,0,5,3,1,0,Education
5343,27,1,16,1,5,0,1,1,Professional
5344,46,0,16,1,1,2,1,4,Other
5345,5,3,89,1,5,1,1,2,Education
5346,34,1,20,1,5,3,1,4,Professional
5347,12,1,31,0,1,0,2,0,Other
5348,21,0,52,1,3,0,2,2,Other
5349,12,3,76,1,3,0,2,1,Education
5350,46,3,49,0,4,3,1,2,Professional
5351,37,3,61,1,1,0,1,2,Other
5352,11,0,126,0,3,0,1,0,Education
5353,25,1,33,1,1,2,2,2,Management
5354,42,1,88,0,1,0,2,2,Other
5355,14,3,61,0,5,3,2,2,Computer
5356,49,1,31,1,1,0,2,1,Management
5357,28,1,43,1,0,0,2,1,Computer
5358,58,3,126,1,1,3,2,0,Management
5359,31,1,40,1,5,0,2,0,Other
5360,33,0,64,1,1,0,2,4,Other
5361,37,3,126,1,3,0,2,3,Computer
5362,12,0,114,0,5,3,1,0,Professional
5363,70,3,56,1,1,0,1,0,Other
5364,24,1,16,0,1,0,1,0,Computer
5365,76,0,60,1,3,0,1,0,Education
5366,21,3,33,1,1,0,1,0,Management
5367,57,3,41,1,6,0,1,2,Other
5368,25,3,74,1,3,0,2,2,Computer
5369,49,0,31,0,1,0,2,0,Other
5370,16,1,111,1,1,3,2,3,Education
5371,19,3,33,1,5,0,2,0,Education
5372,22,3,16,1,1,0,2,0,Professional
5373,21,0,76,1,4,0,2,2,Other
5374,42,0,16,0,3,0,2,0,Other
5375,76,0,76,1,5,0,1,4,Other
5376,29,3,123,0,1,0,2,3,Professional
5377,25,3,76,0,5,0,2,4,Other
5378,24,3,118,1,1,2,2,0,Computer
5379,52,3,62,1,0,1,2,2,Professional
5380,14,0,123,1,5,0,2,0,Management
5381,41,1,122,1,1,0,2,0,Professional
5382,8,0,61,0,5,1,1,4,Computer
5383,28,3,55,1,5,2,2,0,Computer
5384,41,0,105,0,1,3,1,4,Education
5385,76,3,76,0,1,3,1,0,Other
5386,59,0,122,0,1,3,2,0,Professional
5387,24,3,105,1,1,3,2,0,Professional
5388,23,0,77,1,5,0,2,2,Other
5389,22,0,56,0,4,0,1,4,Other
5390,16,0,43,1,5,2,2,4,Other
5391,30,3,16,0,5,1,2,4,Other
5392,45,0,114,1,5,0,1,2,Professional
5393,42,3,114,1,0,3,1,2,Other
5394,18,3,85,1,1,0,2,0,Education
5395,18,3,6,0,5,0,1,0,Education
5396,42,0,14,1,1,3,2,0,Other
5397,8,0,76,0,5,3,2,4,Education
5398,36,3,31,0,0,0,1,4,Other
5399,25,3,21,1,5,0,2,1,Computer
5400,21,0,122,1,5,0,2,1,Computer
5401,38,0,68,0,1,3,1,0,Education
5402,15,0,59,0,1,0,2,0,Computer
5403,46,3,76,0,3,1,2,2,Professional
5404,24,3,92,1,1,1,2,1,Education
5405,30,1,60,1,1,0,2,1,Other
5406,22,3,124,0,3,0,2,0,Professional
5407,13,3,2,1,3,3,2,0,Education
5408,5,3,92,0,5,3,0,4,Education
5409,36,3,33,1,5,0,2,0,Computer
5410,39,3,60,1,1,0,2,1,Management
5411,56,0,41,0,5,2,1,0,Other
5412,13,3,45,1,5,3,1,4,Education
5413,52,1,105,0,6,3,2,2,Other
5414,27,3,92,0,0,0,2,2,Other
5415,25,1,111,1,1,0,2,1,Management
5416,15,0,92,0,5,0,2,0,Education
5417,16,3,14,1,1,1,2,0,Management
5418,20,0,14,1,5,1,2,2,Professional
5419,29,3,3,1,4,0,1,0,Computer
5420,27,3,76,1,1,0,2,1,Professional
5421,44,3,85,1,1,0,1,4,Other
5422,16,3,16,1,5,0,2,0,Computer
5423,16,1,34,1,5,0,2,1,Education
5424,32,1,9,1,1,3,2,3,Computer
5425,36,1,16,1,5,2,1,4,Professional
5426,13,3,89,0,1,3,2,0,Other
5427,41,0,114,0,1,0,1,2,Other
5428,19,3,41,1,1,0,2,4,Other
5429,25,3,85,1,1,0,2,4,Management
5430,30,3,14,0,4,0,2,0,Computer
5431,23,3,33,1,5,2,2,1,Education
5432,44,3,16,1,0,0,2,2,Professional
5433,7,1,77,1,5,0,2,2,Education
5434,29,3,33,1,1,0,2,0,Management
5435,18,3,59,1,1,0,2,0,Other
5436,9,1,80,1,5,1,2,4,Education
5437,76,1,76,0,5,0,2,1,Professional
5438,24,0,69,1,3,0,2,0,Computer
5439,61,2,31,1,1,0,2,1,Other
5440,20,3,123,1,3,1,2,0,Professional
5441,41,3,62,0,0,0,1,0,Management
5442,30,1,48,1,1,3,2,0,Management
5443,48,0,16,1,1,0,1,4,Other
5444,25,3,16,1,1,3,2,3,Computer
5445,46,0,73,0,3,2,2,4,Education
5446,23,3,32,1,4,1,2,1,Computer
5447,36,0,128,1,2,0,1,0,Education
5448,14,3,73,1,1,3,1,0,Professional
5449,67,3,61,1,1,2,1,2,Other
5450,12,3,76,1,5,0,2,0,Education
5451,43,0,118,1,0,1,2,0,Computer
5452,32,0,114,0,0,0,2,1,Computer
5453,44,1,16,1,5,1,1,2,Other
5454,47,3,59,0,1,2,2,3,Education
5455,28,0,61,1,5,3,2,2,Education
5456,26,1,9,1,1,0,1,0,Professional
5457,20,3,14,1,5,0,2,3,Computer
5458,52,3,61,1,0,2,1,4,Other
5459,16,0,76,1,5,3,2,2,Management
5460,6,3,114,0,5,0,1,0,Education
5461,46,3,20,1,1,2,2,0,Computer
5462,14,1,90,0,5,0,1,4,Other
5463,12,3,88,1,5,0,1,0,Education
5464,28,1,20,0,5,1,2,0,Computer
5465,24,3,122,1,3,3,2,2,Other
5466,11,1,31,0,5,3,2,1,Education
5467,9,1,118,1,5,3,1,2,Education
5468,20,0,7,1,5,0,2,3,Professional
5469,37,3,80,0,0,3,1,0,Professional
5470,12,3,92,0,5,2,1,4,Education
5471,30,1,85,1,0,0,2,0,Professional
5472,22,3,52,1,5,0,2,0,Management
5473,8,0,126,0,5,2,1,4,Education
5474,14,3,122,0,1,0,2,0,Computer
5475,11,3,126,1,5,0,1,0,Education
5476,15,3,51,1,4,1,2,4,Management
5477,46,1,33,1,1,0,2,0,Professional
5478,35,0,122,0,1,2,2,0,Other
5479,31,1,89,0,3,2,2,4,Other
5480,11,1,76,0,5,2,1,0,Education
5481,45,3,33,0,0,1,2,2,Professional
5482,15,3,76,1,1,0,1,2,Other
5483,34,3,11,0,1,0,1,2,Education
5484,49,1,6,1,1,0,2,4,Other
