,Age,Country,Actual_Time,Primary_Computing_Platform,Marital_Status,Primary_Place_of_WWW_Access,Who_Pays_for_Access_Parents,Willingness_to_Pay_Fees,Household_Income,Who_Pays_for_Access_School,Education_Attainment
5416,15,92,13,10,5,4,0,1,6,1,College
5417,16,14,27,10,1,4,0,4,3,0,Special
5418,20,14,43,10,5,2,0,6,3,0,High_School
5419,29,3,34,10,4,5,0,4,1,1,Some_College
5420,27,76,34,3,1,4,0,4,5,0,Masters
5421,44,85,42,0,1,2,0,0,3,0,Some_College
5422,16,16,34,10,5,5,0,4,7,0,College
5423,16,34,13,3,5,5,0,7,0,0,Masters
5424,32,9,30,4,1,5,0,4,5,0,College
5425,36,16,34,0,5,2,0,0,7,0,Masters
5426,13,89,20,11,1,2,0,0,6,0,Some_College
5427,41,114,20,0,1,2,0,4,6,0,High_School
5428,19,41,34,0,1,2,0,4,0,0,Some_College
5429,25,85,34,0,1,2,0,0,3,0,High_School
5430,30,14,34,3,4,4,0,4,2,0,High_School
5431,23,33,13,3,5,7,0,4,0,1,Masters
5432,44,16,34,0,0,2,0,0,1,0,Masters
5433,7,77,24,10,5,2,1,0,7,0,Grammar
5434,29,33,34,10,1,4,0,4,4,0,College
5435,18,59,29,0,1,2,0,4,4,0,High_School
5436,9,80,13,10,5,4,0,4,8,1,High_School
5437,76,76,16,3,5,5,0,0,3,0,Masters
5438,24,69,21,10,3,5,0,6,7,0,Masters
5439,61,31,39,11,1,2,0,0,3,0,Some_College
5440,20,123,34,3,3,4,0,6,4,0,College
5441,41,62,34,0,0,2,0,0,0,0,High_School
5442,30,48,34,10,1,5,0,5,4,0,College
5443,48,16,39,0,1,2,0,0,0,0,Grammar
5444,25,16,21,10,1,5,0,1,4,0,Some_College
5445,46,73,23,10,3,2,0,0,3,0,Masters
5446,23,32,34,3,4,5,0,4,3,0,College
5447,36,128,23,3,2,4,0,0,5,0,Other
5448,14,73,45,10,1,4,0,0,1,0,College
5449,67,61,39,0,1,2,0,0,6,0,Some_College
5450,12,76,13,10,5,5,0,4,6,1,Some_College
5451,43,118,21,10,0,4,0,4,2,0,College
5452,32,114,9,10,0,4,0,0,4,0,Some_College
5453,44,16,26,0,5,2,0,0,8,0,Some_College
5454,47,59,12,10,1,4,0,4,6,0,Doctoral
5455,28,61,23,0,5,2,0,1,1,0,College
5456,26,9,17,10,1,4,0,0,4,0,College
5457,20,14,37,10,5,5,0,4,3,0,Masters
5458,52,61,34,0,0,2,0,0,0,0,Some_College
5459,16,76,27,0,5,2,0,0,2,0,College
5460,6,114,24,11,5,2,1,0,3,0,Grammar
5461,46,20,34,5,1,2,0,5,6,0,Masters
5462,14,90,42,2,5,7,0,1,8,1,Some_College
5463,12,88,13,10,5,2,0,2,8,0,High_School
5464,28,20,30,4,5,5,0,4,4,0,College
5465,24,122,26,0,3,2,0,0,1,0,Special
5466,11,31,13,10,5,4,1,0,7,0,Some_College
5467,9,118,13,10,5,8,0,4,8,0,Some_College
5468,20,7,17,4,5,5,0,4,2,0,Masters
5469,37,80,34,10,0,4,0,0,2,0,College
5470,12,92,13,10,5,4,1,0,4,0,Some_College
5471,30,85,14,10,0,5,0,4,6,0,College
5472,22,52,34,10,5,2,0,0,7,0,Masters
5473,8,126,13,3,5,4,0,3,2,1,Some_College
5474,14,122,34,10,1,5,0,6,2,0,College
5475,11,126,13,10,5,7,0,0,4,0,Some_College
5476,15,51,34,10,4,2,0,4,0,0,Some_College
5477,46,33,34,10,1,2,0,1,8,0,College
5478,35,122,34,10,1,2,0,4,6,0,College
5479,31,89,20,10,3,2,0,5,1,0,Some_College
5480,11,76,13,10,5,7,0,0,6,1,Some_College
5481,45,33,14,10,0,4,0,0,5,0,College
5482,15,76,42,0,1,2,0,4,2,0,High_School
5483,34,11,34,3,1,8,0,3,6,0,Doctoral
5484,49,6,39,0,1,2,0,0,4,0,High_School
5485,64,80,39,3,1,2,0,0,2,0,Masters
5486,30,114,10,0,1,2,0,4,6,0,Some_College
5487,8,76,13,3,5,4,0,4,5,1,Some_College
5488,37,89,4,0,5,2,0,0,1,0,High_School
5489,45,60,34,0,1,2,0,0,3,0,Special
5490,59,89,34,0,1,2,0,0,4,0,College
5491,34,61,34,0,0,2,0,4,1,0,Some_College
5492,69,73,39,0,1,2,0,0,6,0,High_School
5493,12,82,13,10,5,4,0,1,8,0,Some_College
5494,9,16,13,10,5,4,1,2,6,0,Some_College
5495,12,85,13,10,5,4,0,4,0,0,Some_College
5496,24,118,34,4,1,4,0,4,6,0,Other
5497,16,114,18,0,1,2,0,0,2,0,Some_College
5498,17,60,13,3,3,7,0,3,0,1,Masters
5499,63,122,39,0,1,2,0,1,1,0,Masters
5500,14,30,37,4,3,5,0,4,0,1,Some_College
5501,46,68,27,10,1,5,0,4,6,0,Masters
5502,13,123,38,3,5,4,0,0,4,0,College
5503,27,33,4,0,5,2,0,0,4,0,Special
5504,58,16,39,3,1,2,0,6,7,0,Masters
5505,33,16,34,0,1,2,0,0,6,0,High_School
5506,25,62,27,10,1,4,0,4,5,0,College
5507,13,118,1,10,5,2,0,0,0,0,College
5508,25,74,34,3,0,2,0,4,5,0,Some_College
5509,33,33,20,10,1,2,0,4,7,0,College
5510,18,41,34,3,1,5,0,4,4,0,College
5511,38,72,13,10,1,5,0,1,4,0,Doctoral
5512,30,63,34,11,1,4,0,4,3,0,College
5513,35,59,37,10,1,4,0,1,5,0,College
5514,39,74,20,0,1,2,0,0,7,0,High_School
5515,22,48,7,10,5,5,0,4,2,0,Professional
5516,43,1,41,10,1,5,0,0,5,0,College
5517,13,126,13,10,5,5,0,4,4,1,Some_College
5518,34,114,39,10,1,2,0,0,4,0,Some_College
5519,37,16,34,3,1,2,0,3,1,0,College
5520,16,122,34,3,5,4,0,4,0,1,College
5521,39,76,34,10,6,4,0,4,5,0,Masters
5522,15,16,28,10,1,5,0,4,5,0,College
5523,12,59,34,3,1,4,0,6,2,0,Some_College
5524,21,35,42,10,0,2,0,0,6,0,College
5525,19,16,34,3,3,4,0,0,7,0,College
5526,13,9,28,10,3,8,0,0,1,0,College
5527,38,1,40,0,3,4,0,0,4,0,Some_College
5528,12,90,13,10,5,5,0,0,8,0,College
5529,43,123,41,10,1,2,0,4,6,0,Some_College
5530,30,60,14,10,1,5,0,4,4,0,Masters
5531,16,114,37,8,5,8,0,4,3,0,Masters
5532,30,59,37,10,1,5,0,0,5,0,College
5533,6,126,24,10,5,2,1,0,6,0,High_School
5534,74,16,39,0,1,2,0,7,5,0,Some_College
5535,32,9,23,10,0,2,0,0,6,0,Other
5536,22,118,34,10,1,5,0,1,6,0,Masters
5537,15,3,12,10,5,8,0,1,0,0,Masters
5538,32,33,1,0,0,2,0,4,1,0,Some_College
5539,17,60,13,3,5,7,0,1,0,1,College
5540,21,33,42,0,5,2,0,4,1,0,Some_College
5541,37,51,14,10,1,5,0,0,4,0,College
5542,38,86,4,10,5,2,0,0,1,0,Some_College
5543,9,88,13,11,5,2,1,0,6,0,High_School
5544,54,36,39,0,1,2,0,0,3,0,Masters
5545,18,14,14,10,3,4,0,4,5,0,College
5546,25,16,37,8,5,8,0,6,4,0,Some_College
5547,54,73,39,10,6,2,0,4,3,0,Some_College
5548,5,88,24,3,5,4,0,4,7,0,Grammar
5549,15,104,26,10,1,2,0,3,0,0,College
5550,15,88,13,10,3,7,0,0,3,0,Some_College
5551,62,16,39,0,1,2,0,4,3,0,College
5552,20,16,44,4,3,5,0,1,7,0,Masters
5553,9,76,13,4,5,2,0,6,8,1,Some_College
5554,70,122,39,0,6,2,0,1,4,0,Masters
5555,37,31,4,10,5,2,0,4,4,0,Some_College
5556,26,26,34,5,5,5,0,7,1,0,Some_College
5557,19,41,34,10,5,8,0,6,5,0,Some_College
5558,19,123,21,4,5,4,0,4,3,0,Special
5559,25,41,31,3,5,5,0,1,7,0,Masters
5560,42,31,41,10,1,4,0,4,5,0,Some_College
5561,21,122,27,10,1,5,0,4,6,0,College
5562,76,16,37,10,2,4,0,0,4,0,Some_College
5563,57,31,39,10,1,2,0,4,4,0,Masters
5564,19,124,34,10,5,5,0,3,3,0,Masters
5565,67,21,39,11,1,2,0,0,5,0,Some_College
5566,19,36,29,0,1,2,0,1,2,0,High_School
5567,15,17,37,10,1,8,0,1,0,0,Special
5568,35,92,23,3,5,2,0,2,3,0,College
5569,63,31,27,0,1,2,0,0,4,0,College
5570,46,76,17,11,1,2,0,4,5,0,College
5571,24,43,34,0,1,2,0,0,4,0,High_School
5572,10,88,13,10,3,4,0,4,8,1,Some_College
5573,20,112,34,11,1,5,0,6,2,0,Masters
5574,22,118,23,10,1,5,0,0,5,0,College
5575,25,85,0,0,1,2,0,0,5,0,College
5576,13,77,13,8,5,5,0,4,8,1,College
5577,17,41,15,0,5,2,0,4,1,0,College
5578,39,114,17,10,1,5,0,6,7,0,Masters
5579,43,48,34,8,1,5,0,1,4,0,Doctoral
5580,58,20,39,0,1,2,0,0,3,0,Some_College
5581,7,105,24,2,5,7,0,3,8,1,High_School
5582,22,60,27,0,1,2,0,0,2,0,Some_College
5583,14,9,13,10,5,7,0,3,8,1,College
5584,32,40,27,10,1,4,0,0,3,0,Some_College
5585,28,122,1,10,1,8,0,4,3,0,College
5586,14,50,18,3,1,4,0,4,4,0,Some_College
5587,33,123,30,4,1,5,0,0,4,0,Some_College
5588,13,6,34,11,5,5,0,0,0,0,Doctoral
5589,37,76,12,10,1,5,0,5,4,0,Masters
5590,37,43,34,10,1,8,0,0,3,1,Masters
5591,8,123,13,0,5,4,1,4,2,1,Some_College
5592,55,2,14,0,1,2,0,6,7,0,College
5593,26,16,27,4,5,8,0,4,4,0,Masters
5594,14,118,30,10,1,5,0,6,2,0,College
5595,28,85,34,3,1,2,0,0,3,0,High_School
5596,26,118,6,10,5,8,0,3,3,0,Masters
5597,33,74,20,10,1,2,0,0,5,0,College
5598,29,16,14,10,5,4,0,4,0,0,Special
5599,54,6,1,0,0,2,0,3,1,0,Masters
5600,24,16,42,0,1,2,0,0,2,0,Some_College
5601,30,118,8,10,1,5,0,4,7,0,Other
5602,26,7,34,0,1,2,0,0,2,0,Some_College
5603,25,16,22,10,1,8,0,4,4,0,Masters
5604,11,33,13,10,1,5,0,4,8,1,Some_College
5605,8,33,13,10,5,7,0,0,6,1,Some_College
5606,28,45,8,10,0,4,0,5,3,0,College
5607,67,31,34,3,1,2,0,0,4,0,College
5608,26,33,34,10,1,5,0,4,4,0,College
5609,30,119,42,0,5,2,0,4,0,0,Some_College
5610,25,16,34,3,2,5,0,4,7,0,College
5611,26,3,30,10,1,4,0,0,6,0,Special
5612,8,85,13,10,5,7,0,4,6,1,Some_College
5613,25,80,21,3,5,5,0,4,4,0,College
5614,26,122,40,0,5,2,0,0,2,0,Some_College
5615,13,114,13,10,5,4,0,2,0,0,College
5616,18,34,1,4,1,5,0,3,3,0,Some_College
5617,21,33,17,11,1,5,0,4,2,1,Masters
5618,25,6,28,0,5,4,0,4,3,0,High_School
5619,12,16,13,0,1,2,0,0,6,0,College
5620,14,119,34,10,1,4,0,4,2,0,College
5621,4,16,24,0,5,4,1,4,6,0,Grammar
5622,16,26,17,5,5,5,0,4,4,0,College
5623,43,74,34,4,1,5,0,0,7,0,Masters
5624,41,114,34,4,1,5,0,4,7,0,College
5625,76,31,19,0,1,2,0,0,7,0,Doctoral
5626,28,92,34,10,3,2,0,0,4,0,Some_College
5627,28,2,34,3,1,5,0,4,5,0,College
5628,25,114,34,3,1,2,0,4,1,0,High_School
5629,40,123,34,0,1,2,0,0,5,0,Some_College
5630,16,122,34,0,3,2,0,4,4,0,Some_College
5631,45,16,23,10,0,4,0,0,0,0,Masters
5632,14,92,37,4,5,8,0,4,3,1,Masters
5633,57,114,20,0,1,2,0,4,4,0,Doctoral
5634,31,1,43,10,1,5,0,0,4,0,Special
5635,19,11,34,10,5,4,0,4,4,0,College
5636,11,16,26,3,5,5,0,6,6,0,College
5637,22,122,34,10,3,4,0,4,2,1,Masters
5638,75,74,34,0,5,2,0,3,6,0,Other
5639,28,47,34,10,1,4,0,5,1,0,Masters
5640,37,43,34,10,1,2,0,4,3,0,High_School
5641,8,41,13,10,5,4,1,0,8,1,Some_College
5642,50,64,39,10,0,2,0,0,4,0,College
5643,33,64,34,0,1,2,0,4,4,0,Some_College
5644,17,9,34,10,3,4,0,4,4,0,Masters
5645,14,114,34,10,5,2,0,0,4,0,Some_College
5646,11,62,13,10,5,5,0,1,0,1,Some_College
5647,12,31,37,8,3,5,0,6,4,0,Some_College
5648,30,74,33,0,0,2,0,0,2,0,College
5649,76,60,19,0,5,2,0,0,6,0,College
5650,17,85,43,0,1,2,0,1,4,0,High_School
5651,26,59,31,10,5,5,0,3,4,0,Masters
5652,9,14,13,10,5,5,0,5,8,1,Some_College
5653,33,59,34,0,5,4,0,0,2,0,High_School
5654,12,114,34,4,5,5,0,0,1,0,College
5655,20,77,13,11,1,4,0,4,2,0,Masters
5656,38,119,42,11,0,2,0,0,8,0,High_School
5657,22,85,17,3,1,5,0,4,4,0,Masters
5658,76,33,34,0,1,2,0,0,2,0,High_School
5659,20,114,34,10,5,4,0,4,2,0,College
5660,35,113,14,0,5,2,0,0,4,0,Some_College
5661,19,43,30,10,1,5,0,4,1,0,Some_College
5662,17,41,13,10,0,4,0,0,0,0,Some_College
5663,15,123,34,3,3,2,0,4,2,0,Some_College
5664,18,76,34,0,4,2,0,3,2,0,Some_College
5665,10,43,13,10,5,5,0,0,7,1,Some_College
5666,48,16,1,10,1,2,0,0,3,0,College
5667,19,21,29,0,5,2,0,0,3,0,High_School
5668,17,56,29,10,5,4,0,0,1,0,Some_College
5669,27,123,27,4,1,5,0,1,7,0,Masters
5670,76,16,26,10,5,2,0,4,1,0,College
5671,48,16,14,0,1,8,0,5,4,0,Doctoral
5672,63,76,39,10,1,2,0,0,2,0,Some_College
5673,14,16,34,3,1,2,0,4,4,0,College
5674,15,89,13,10,1,4,0,4,1,1,Some_College
5675,27,31,18,0,5,2,0,0,1,0,High_School
5676,20,34,13,10,3,4,0,6,0,1,College
5677,17,92,43,0,5,2,0,0,1,0,Special
5678,35,105,9,10,1,5,0,4,5,0,College
5679,15,61,42,10,1,2,0,4,5,0,Some_College
5680,44,114,34,0,1,2,0,0,6,0,Some_College
5681,34,31,30,10,1,4,0,0,4,0,Some_College
5682,23,92,17,11,1,8,0,4,5,0,College
5683,54,64,39,0,4,2,0,0,6,0,Some_College
5684,33,69,34,10,3,5,0,4,3,0,Some_College
5685,41,123,23,0,1,2,0,0,6,0,Some_College
5686,15,112,21,10,5,8,0,4,1,0,Masters
5687,14,59,30,3,3,5,0,0,4,0,Some_College
5688,22,74,20,0,4,2,0,4,8,0,High_School
5689,10,31,13,0,1,2,0,4,0,0,Some_College
5690,36,123,34,10,1,5,0,7,4,0,Some_College
5691,18,23,21,10,1,5,0,4,0,0,College
5692,21,123,9,3,3,4,0,4,4,0,Some_College
5693,30,16,41,3,1,5,0,4,2,0,Some_College
5694,8,64,13,10,5,4,0,4,6,1,Some_College
5695,23,16,42,0,5,2,0,6,2,0,High_School
5696,31,105,39,0,1,2,0,4,4,0,High_School
5697,18,90,31,11,3,8,0,3,8,0,Masters
5698,17,76,23,10,1,4,0,0,6,0,Masters
5699,58,3,39,10,1,2,0,4,1,0,Professional
5700,10,33,13,10,5,4,0,4,8,1,Some_College
5701,9,92,13,10,5,4,0,4,4,1,Some_College
5702,17,108,34,4,5,8,0,4,0,0,Some_College
5703,41,80,37,10,5,4,0,2,3,0,Masters
5704,9,59,13,2,5,1,0,1,6,0,Some_College
5705,10,110,37,10,5,8,0,4,0,0,High_School
5706,39,114,34,10,1,2,0,4,2,0,College
5707,30,105,6,3,1,4,0,4,4,0,Some_College
5708,45,76,31,3,0,4,0,0,4,0,Some_College
5709,36,43,12,3,1,4,0,0,7,0,Masters
5710,34,122,12,10,5,8,0,6,2,0,Masters
5711,18,118,13,3,3,8,0,3,6,0,Masters
5712,8,114,13,10,5,4,1,4,2,1,Some_College
5713,32,92,34,0,4,2,0,4,4,0,Special
5714,22,80,42,0,1,4,0,2,6,0,Special
5715,7,85,24,0,5,2,1,1,1,0,High_School
5716,31,61,34,3,5,5,0,4,6,0,Masters
5717,31,36,34,0,5,4,0,4,2,0,Some_College
5718,23,76,27,11,5,4,0,4,7,0,Some_College
5719,9,32,13,10,5,5,1,4,2,1,Some_College
5720,30,76,20,10,1,2,0,4,4,0,Some_College
5721,13,88,17,3,5,5,0,4,3,0,College
5722,5,122,24,3,5,4,1,0,4,0,Grammar
5723,37,16,27,0,1,2,0,1,7,0,College
5724,36,59,12,10,5,8,0,4,3,0,College
5725,16,14,21,3,3,8,0,4,1,0,College
5726,13,110,34,10,3,5,0,4,2,0,Doctoral
5727,44,85,34,10,0,2,0,3,1,0,Special
5728,8,60,13,10,5,4,0,4,8,1,Some_College
5729,11,17,13,11,5,4,1,0,7,1,Some_College
5730,76,114,24,10,5,2,0,4,6,0,High_School
5731,22,118,28,10,5,5,0,4,4,0,College
5732,28,61,42,0,5,2,0,4,3,0,Some_College
5733,13,123,45,0,5,2,1,0,0,0,High_School
5734,19,85,30,10,1,4,0,4,2,0,Some_College
5735,25,34,37,10,1,4,0,5,7,0,College
5736,7,64,24,10,5,7,0,1,6,1,High_School
5737,8,33,13,2,5,5,1,0,6,1,Some_College
5738,11,88,37,10,5,4,0,4,2,0,Some_College
5739,23,68,28,11,1,4,0,0,3,0,Masters
5740,13,76,14,10,5,8,0,4,4,0,College
5741,46,16,17,10,1,4,0,0,7,0,College
5742,30,75,41,0,5,2,0,0,0,0,Some_College
5743,38,20,34,10,1,5,0,4,7,0,Other
5744,23,56,23,10,5,4,0,4,1,0,Masters
5745,18,69,34,7,5,4,0,6,8,1,Some_College
5746,11,122,13,3,3,7,0,1,8,1,Some_College
5747,45,16,34,10,0,4,0,4,2,0,College
5748,21,118,14,10,1,8,0,6,5,0,College
5749,45,16,23,10,1,2,0,1,6,0,Masters
5750,19,123,20,0,1,2,0,4,4,0,College
5751,30,16,34,10,1,2,0,0,2,0,Some_College
5752,41,43,45,10,1,2,0,0,3,0,College
5753,18,31,14,5,5,4,0,4,4,0,College
5754,41,62,41,1,1,5,0,0,4,0,Some_College
5755,17,61,42,0,5,2,0,0,4,0,Some_College
5756,38,41,34,0,0,4,0,0,2,0,Some_College
5757,8,92,24,0,5,4,0,0,1,1,High_School
5758,22,9,34,10,5,8,0,1,2,0,College
5759,2,45,34,0,5,4,0,4,6,1,Other
5760,17,59,34,11,5,8,0,4,7,0,College
5761,26,80,34,10,1,2,0,0,0,0,Special
5762,32,76,42,0,1,2,0,3,2,0,College
5763,76,43,40,0,2,3,0,0,2,0,Some_College
5764,13,118,34,4,3,5,0,4,1,0,College
5765,16,36,34,10,1,2,0,4,6,0,College
5766,18,51,9,3,5,5,0,4,4,0,Masters
5767,39,86,45,3,1,2,0,0,3,0,Masters
5768,25,14,37,10,4,2,0,7,1,0,Some_College
5769,5,76,24,10,5,2,1,4,0,0,High_School
5770,9,118,13,11,5,7,0,4,8,1,Some_College
5771,46,40,39,0,0,2,0,4,1,0,Some_College
5772,47,61,20,10,1,2,0,0,2,0,Some_College
5773,11,85,13,10,5,5,0,0,4,1,Some_College
5774,29,16,37,3,3,5,0,4,7,0,College
5775,11,60,13,10,5,4,1,1,3,1,Some_College
5776,13,118,21,10,5,8,0,4,6,0,College
5777,10,7,34,10,1,4,0,4,8,0,Some_College
5778,6,63,24,10,5,2,1,0,6,0,High_School
5779,17,7,34,10,1,4,0,4,3,0,Masters
5780,42,114,27,10,3,4,0,0,6,0,Some_College
5781,12,126,13,10,5,5,0,4,8,1,Some_College
5782,16,42,28,10,1,5,0,5,1,1,Masters
5783,54,64,39,0,1,2,0,0,1,0,Some_College
5784,25,74,27,0,1,2,0,0,4,0,Some_College
5785,36,16,26,0,3,2,0,4,4,0,High_School
5786,45,76,34,0,1,4,0,0,5,0,High_School
5787,14,88,16,3,5,4,0,6,6,0,Some_College
5788,29,51,1,0,1,2,0,4,2,0,Some_College
5789,15,51,20,0,1,2,0,4,4,0,College
5790,6,61,34,10,5,4,1,0,3,0,High_School
5791,23,61,14,10,1,2,0,0,7,0,College
5792,19,41,34,3,1,5,0,4,4,0,College
5793,12,9,34,3,3,4,0,0,0,0,College
5794,19,114,31,7,5,4,0,4,4,0,Some_College
5795,12,3,13,10,3,2,0,4,1,0,Some_College
5796,13,30,21,7,5,4,0,6,0,1,Some_College
5797,20,92,1,10,1,2,0,0,6,0,High_School
5798,32,80,34,10,5,5,0,4,3,0,Some_College
5799,39,31,7,10,1,5,0,4,4,0,College
5800,12,61,30,0,5,2,0,0,1,0,Some_College
5801,29,118,12,10,1,5,0,6,5,0,Doctoral
5802,15,7,13,0,5,4,0,1,7,0,Masters
5803,17,122,45,3,3,5,0,4,6,0,College
5804,36,36,34,3,1,4,0,3,2,0,Some_College
5805,31,80,34,5,1,8,0,6,4,0,College
5806,22,113,42,0,3,2,0,4,4,0,Some_College
5807,8,98,13,5,5,2,1,4,6,0,High_School
5808,36,2,34,10,1,4,0,4,4,0,Some_College
5809,38,113,39,0,1,2,0,6,0,0,Some_College
5810,5,41,24,0,5,2,1,1,6,0,High_School
5811,10,9,34,3,5,4,0,4,1,0,Some_College
5812,23,62,34,0,3,2,0,4,2,0,High_School
5813,35,71,34,0,5,2,0,4,1,0,Special
5814,53,41,39,0,1,2,0,0,4,0,High_School
5815,50,125,34,0,6,2,0,4,8,0,High_School
5816,20,105,2,3,3,8,0,0,2,0,College
5817,21,105,34,0,1,2,0,4,0,0,Some_College
5818,8,123,34,3,5,5,0,4,5,0,High_School
5819,76,124,1,11,1,5,0,0,6,0,College
5820,15,126,27,0,1,2,0,0,0,0,Some_College
5821,15,113,13,10,1,2,0,0,0,0,Some_College
5822,46,124,27,3,1,5,0,3,7,0,College
5823,24,16,15,3,3,4,0,0,1,0,Masters
5824,31,85,34,3,1,2,0,4,7,0,Masters
5825,44,33,5,10,1,8,0,0,6,0,Professional
5826,16,76,37,10,5,8,0,4,4,0,College
5827,24,38,27,3,5,5,0,4,6,0,College
5828,21,85,27,10,5,4,0,0,3,0,Masters
5829,25,21,34,10,1,5,0,4,6,0,Special
5830,47,114,7,10,1,5,0,0,7,0,College
5831,29,85,32,10,3,2,0,4,1,0,College
5832,19,74,20,0,1,2,0,0,1,0,High_School
5833,32,92,35,0,5,2,0,0,1,0,Some_College
5834,65,85,39,0,1,2,0,0,6,0,College
5835,24,89,13,3,1,7,0,0,6,1,College
5836,44,33,23,3,1,2,0,0,2,0,Some_College
5837,13,126,30,10,5,4,1,4,0,1,Some_College
5838,60,52,40,0,1,2,0,0,4,0,Some_College
5839,41,51,34,10,6,2,0,0,7,0,Doctoral
5840,5,41,24,10,5,7,0,4,0,1,Grammar
5841,31,118,37,10,0,2,0,0,1,0,Special
5842,35,86,28,10,1,2,0,1,4,0,Some_College
5843,16,114,34,3,0,5,0,6,1,0,College
5844,76,41,39,0,1,2,0,0,4,0,Some_College
5845,51,31,27,0,1,2,0,0,3,0,High_School
5846,15,1,13,3,5,4,0,4,0,0,Some_College
5847,25,16,42,0,1,2,0,3,5,0,Some_College
5848,25,110,5,10,3,5,0,6,4,0,Masters
5849,39,16,27,0,1,2,0,0,4,0,Some_College
5850,76,51,34,10,1,4,0,0,6,0,High_School
5851,38,88,14,10,5,5,0,4,3,0,Masters
5852,22,61,27,10,5,4,0,1,5,0,Some_College
5853,24,113,43,10,4,2,0,0,6,0,High_School
5854,16,92,28,3,5,8,0,3,2,0,College
5855,14,41,34,0,5,2,0,0,0,0,Grammar
5856,8,85,13,10,5,2,1,4,8,1,Some_College
5857,23,31,42,0,5,2,1,4,2,0,Some_College
5858,35,98,12,11,1,8,0,4,4,0,Masters
5859,11,123,13,10,5,4,0,1,6,1,Some_College
5860,31,55,34,10,5,4,0,4,1,0,Masters
5861,52,114,35,10,1,2,0,0,5,0,College
5862,14,16,31,10,1,5,0,1,2,0,College
5863,35,33,12,10,0,5,0,4,7,0,Doctoral
5864,17,41,34,4,5,5,0,6,2,0,Masters
5865,50,114,1,10,0,8,0,4,1,0,Some_College
5866,10,16,37,4,3,5,0,1,0,0,Special
5867,22,74,42,0,5,2,0,6,1,0,Some_College
5868,39,114,34,3,1,8,0,4,3,0,Some_College
5869,30,69,44,10,0,0,0,0,5,0,Some_College
5870,19,118,34,10,5,8,0,4,3,0,College
5871,7,1,24,10,5,4,1,0,3,0,High_School
5872,12,126,13,10,5,4,0,6,8,0,Some_College
5873,21,43,40,0,1,4,0,0,3,0,Some_College
5874,30,74,12,3,1,2,0,1,6,0,Masters
5875,19,92,34,11,3,2,0,4,3,0,Some_College
5876,67,105,39,0,1,2,0,0,2,0,Special
5877,5,16,24,3,5,4,1,4,4,0,Grammar
5878,38,31,34,3,1,2,0,1,4,0,Some_College
5879,29,39,34,10,1,5,0,5,4,0,Doctoral
5880,16,123,34,10,1,5,0,4,4,0,Some_College
5881,20,110,34,11,5,5,0,6,0,1,College
5882,46,123,39,3,4,4,0,4,1,0,Some_College
5883,24,1,42,0,5,2,0,1,0,0,Some_College
5884,24,76,34,0,3,2,0,0,2,0,Some_College
5885,76,16,34,10,2,3,0,4,6,0,Other
5886,31,74,42,10,1,2,0,4,7,0,Special
5887,11,31,34,10,5,4,0,4,0,0,Some_College
5888,8,61,34,10,5,4,1,4,8,1,High_School
5889,19,31,28,0,5,2,0,4,1,0,Special
5890,30,92,34,10,1,5,0,7,4,1,Masters
5891,36,55,34,0,3,0,0,4,0,0,Special
5892,12,76,13,10,5,7,0,1,1,1,Some_College
5893,23,114,37,4,5,2,0,0,4,0,Masters
5894,32,89,34,3,1,4,0,4,2,0,Other
5895,68,56,36,10,1,2,0,0,5,0,Professional
5896,47,31,34,0,1,2,0,0,3,0,Some_College
5897,14,114,26,10,3,2,0,4,0,0,College
5898,31,114,45,10,1,5,0,4,5,0,College
5899,43,16,14,10,3,2,0,6,7,0,Masters
5900,45,88,23,10,0,2,0,0,2,0,College
5901,35,61,12,11,0,4,0,1,6,0,Masters
5902,13,77,13,6,5,4,0,3,8,1,College
5903,38,51,34,0,0,4,0,4,1,0,Masters
5904,37,76,23,3,1,4,0,0,5,0,Masters
5905,6,118,24,2,5,7,0,4,6,1,Grammar
5906,34,31,34,10,5,2,0,0,0,0,College
5907,10,61,13,10,5,4,0,4,0,0,Some_College
5908,10,85,37,10,5,4,1,3,0,1,Some_College
5909,11,56,13,10,3,4,0,3,6,1,Some_College
5910,58,31,2,0,1,2,0,3,6,0,Some_College
5911,20,3,41,10,5,2,0,7,3,0,Special
5912,42,76,12,4,0,5,0,6,2,1,Professional
5913,34,92,34,0,5,2,0,2,1,0,High_School
5914,25,114,3,10,1,4,0,4,5,0,Professional
5915,76,126,34,0,2,5,0,0,3,0,Masters
5916,21,16,21,3,1,4,0,0,2,0,College
5917,9,6,13,10,5,5,0,3,6,0,High_School
5918,14,41,23,3,1,8,0,0,2,0,College
5919,27,64,44,10,0,8,0,0,3,0,College
5920,20,119,13,8,1,7,0,4,0,1,Masters
5921,18,88,2,3,1,8,0,4,1,0,Masters
5922,30,52,45,3,5,4,0,4,1,0,College
5923,39,86,27,0,1,2,0,4,4,0,Some_College
5924,55,122,34,7,1,2,0,0,3,0,Some_College
5925,29,76,0,10,0,4,0,4,4,0,Masters
5926,42,60,7,10,1,8,0,4,7,0,Masters
5927,37,92,10,0,5,2,0,0,1,0,Some_College
5928,4,85,24,0,5,2,1,2,2,0,Grammar
5929,17,123,34,4,5,8,0,6,3,0,College
5930,60,114,39,0,1,2,0,0,2,0,Some_College
5931,14,123,34,0,5,2,0,4,3,0,High_School
5932,41,31,34,10,1,2,0,7,7,0,Masters
