who,Actual_Time,Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet
99008,College_Student,30,Equally,1,0,0,0,0,0,0,0,Netherlands_Antilles,0,0,0,1,0,0,Professional,51-75,Male,$50-74,0,0,0,0,0,0,0,0,1,West_Indies,Education,Single,Censorship,3,Win95,English,Primarily_work,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,1,0,Already_paying,6-12_mo
95962,K-12_Student,16,Equally,1,1,0,0,0,0,1,0,Missouri,0,0,0,1,0,0,Grammar,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,4,Windows,English,Primarily_work,White,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,Not_Applicable,Heterosexual,No,Yes,0,0,0,1,0,0,Other_sources,1-3_yr
96443,Retired,61,More,0,0,0,0,0,0,0,1,Kansas,0,0,0,1,0,0,Some_College,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Taxes,4,Win95,English,Home,White,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,4-6_yr
92691,Mircocomputer,30,Equally,1,1,0,1,1,1,0,0,Ohio,0,0,0,1,0,0,College,Over_75,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Taxes,3,NT,English,Distributed,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,Over_7_yr
93601,College_Student,22,More,1,0,0,1,0,0,0,0,Michigan,0,0,0,1,0,0,Some_College,NA,Female,Under_$10,1,0,0,0,0,0,0,0,0,USA,Education,Single,Dont_Know,4,Windows,English,School,White,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,Under_6_mo
93901,Vice_President,58,Dont_Know,1,0,0,0,0,0,0,0,Florida,0,0,0,1,0,0,College,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Management,Married,Privacy,4,?,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr
95160,Technician,31,Dont_Know,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,Some_College,NA,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Censorship,2,?,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo
93445,College_Student,22,Equally,0,1,0,0,1,1,0,0,Pennsylvania,0,0,0,1,0,0,Some_College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Windows,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,1-3_yr
97830,Other,25,Equally,0,1,0,1,0,0,0,0,Texas,0,0,0,0,0,1,Special,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Censorship,2,?,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Gay_male,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo
93845,College_Educator,55,More,0,0,0,0,0,1,0,1,Indiana,0,0,0,1,0,0,Doctoral,Never,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Education,Married,Other,1,Macintosh,English,Primarily_work,White,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Payment_mechanism,1-3_yr
93894,College_Student,22,Dont_Know,0,0,1,0,0,0,0,0,Ireland,0,0,0,1,0,0,College,Over_75,Male,$30-39,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Privacy,1,Win95,English,School,White,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,4-6_yr
92278,Other,42,Equally,1,0,0,0,0,1,0,0,Iowa,0,0,0,1,0,0,Some_College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Other,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr
93875,Retired,55,Less,0,0,1,0,0,0,0,0,Kentucky,0,0,0,0,0,1,College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Widowed,Navigation,1,Win95,English,Home,White,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr
45694,Other,30,Dont_Know,1,0,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,Never,Female,$40-49,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Encryption,3,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,1,Other_sources,1-3_yr
98188,IS,46,More,1,0,0,0,0,1,0,0,New_Mexico,0,0,0,1,0,0,Some_College,51-75,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,1,Windows,English,Primarily_home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,1,0,0,0,0,Other,1-3_yr
90496,Retired,50,More,0,1,0,0,0,0,0,1,Washington,0,0,1,0,0,0,High_School,Never,Female,$30-39,1,0,0,0,0,0,0,1,0,USA,Other,Married,Privacy,1,Win95,English,Work,White,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo
91018,College_Student,35,More,0,1,0,0,0,0,0,0,Missouri,0,0,0,1,0,0,College,NA,Female,$20-29,0,1,0,0,0,0,0,0,0,USA,Education,Single,Privacy,1,Win95,English,Home,Black,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Dont_know,No,0,0,0,0,1,0,Already_paying,6-12_mo
93722,Other,50,More,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Masters,Never,Female,$75-99,0,0,0,1,0,0,0,0,1,USA,Professional,Married,Navigation,1,?,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr
93897,Other,44,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Masters,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Navigation,2,NT,English,Primarily_work,White,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,1,Already_paying,Under_6_mo
97147,Other,28,Dont_Know,0,0,0,1,1,1,0,0,Alabama,0,0,0,1,0,0,Special,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Taxes,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr
91124,Homemaker,53,More,0,1,0,1,0,0,0,0,Kentucky,0,0,0,1,0,0,College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Not_Say,Privacy,1,?,English,Home,Not_Say,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not_Say,Not_say,No,Yes,0,0,0,0,1,0,Already_paying,6-12_mo
93907,Salesperson,26,Equally,0,0,0,1,0,0,0,0,North_Carolina,0,0,0,0,0,1,Some_College,Never,Female,$20-29,1,0,0,0,0,0,0,0,0,USA,Professional,Single,Navigation,4,NT,English,Work,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,6-12_mo
96473,Other,29,Dont_Know,0,0,1,0,0,0,0,0,Illinois,0,0,0,1,0,0,Masters,26-50,Male,$50-74,0,0,0,0,0,0,0,1,0,USA,Computer,Married,Privacy,2,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr
93927,Other,22,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,Under_25,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Single,Privacy,4,Macintosh,English,Work,Other,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Payment_mechanism,6-12_mo
93929,Other,35,Dont_Know,0,0,0,1,0,0,0,0,Illinois,0,0,0,0,0,1,Some_College,Under_25,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Navigation,1,Win95,English,Work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Cost_too_high,Under_6_mo
94194,Retired,74,Dont_Know,1,0,0,1,0,0,0,0,California,0,0,0,1,0,0,Some_College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Widowed,Dont_Know,1,?,English,Home,White,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,1,0,0,0,0,Already_paying,6-12_mo
94912,Other,23,Dont_Know,0,0,1,0,0,0,0,0,British_Columbia,0,0,0,1,0,0,College,NA,Female,Not_Say,0,1,0,0,0,0,0,0,0,Canada,Other,Single,Privacy,1,Windows,English,Work,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other,6-12_mo
95127,Consultant,50,More,1,1,0,0,1,1,0,1,Michigan,0,0,0,0,1,0,College,Not_Say,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,1,Macintosh,English,Primarily_home,White,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Not_Say,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr
97834,Other,29,Equally,0,1,0,0,0,1,0,0,Belgium,0,0,0,1,0,0,College,Under_25,Male,$75-99,0,0,0,0,0,0,0,0,1,Europe,Computer,Married,Navigation,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Yes,Not_say,Yes,Yes,0,0,0,0,1,1,Poor_quality,1-3_yr
98219,Looking,30,Dont_Know,1,0,0,0,0,0,0,0,Florida,0,0,0,1,0,0,Some_College,Never,Female,Under_$10,1,0,0,0,0,0,0,0,0,USA,Other,Married,Privacy,1,?,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,1,0,0,0,0,Already_paying,Under_6_mo
93947,Other,60,Dont_Know,0,0,0,0,0,1,0,0,Tennessee,0,0,0,0,0,1,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,1,?,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr
93950,K-12_Educator,26,Dont_Know,0,0,1,0,0,0,0,0,Alaska,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,Win95,English,Primarily_work,White,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,1,Other_sources,1-3_yr
93952,CFO,65,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Married,Encryption,1,?,English,Home,White,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Yes_regardless,6-12_mo
95126,K-12_Student,17,Dont_Know,0,0,0,0,1,0,0,0,British_Columbia,0,0,0,1,0,0,Grammar,Never,Female,$10-19,1,0,0,1,0,0,1,0,1,Canada,Education,Single,Privacy,4,Windows,English,Primarily_work,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,1,0,0,Already_paying,1-3_yr
94088,Other,48,Dont_Know,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Navigation,4,NT,English,Work,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr
91119,Other,25,More,0,1,0,0,0,0,0,0,Tennessee,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Management,Married,Other,1,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Over_7_yr
94099,Advertising_Professional,25,Equally,0,0,0,0,0,1,0,0,British_Columbia,0,0,0,1,0,0,College,Under_25,Male,$50-74,0,0,0,0,0,0,0,0,1,Canada,Professional,Married,Navigation,2,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Not_Applicable,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr
94109,Manager,32,Dont_Know,0,1,0,0,0,0,0,0,Manitoba,0,0,0,1,0,0,College,26-50,Male,$40-49,0,0,0,0,0,0,0,0,1,Canada,Management,Married,Encryption,2,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Dont_trust,Under_6_mo
78445,Other,59,Equally,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,High_School,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Navigation,1,Windows,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr
94159,Marketing_Professional,46,Equally,0,1,0,0,0,0,0,0,California,0,1,0,0,0,0,Some_College,26-50,Male,Over_$100,1,0,0,0,0,0,0,0,0,USA,Professional,Married,Taxes,4,?,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Dont_trust,6-12_mo
94169,K-12_Student,15,Equally,0,1,0,0,1,0,1,0,Ohio,0,0,0,1,0,0,Some_College,26-50,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,4,Win95,English,Primarily_home,White,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,No,Not_say,Yes,No,1,0,0,0,0,0,Other_sources,1-3_yr
94190,Other,42,More,1,1,0,0,0,0,0,1,New_Jersey,0,0,0,0,0,1,Some_College,Never,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Management,Married,Encryption,1,?,English,Home,White,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo
94000,Manager,6,Dont_Know,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,Some_College,Never,Female,$20-29,1,0,0,0,0,0,0,0,1,USA,Management,Divorced,Censorship,4,?,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,Under_6_mo
94002,College_Educator,62,More,0,0,0,0,0,1,1,1,Wisconsin,0,0,0,1,0,0,Masters,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Dont_Know,4,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,0,1,Other_sources,1-3_yr
94199,Administrator/Secretary,21,More,1,1,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Censorship,1,Win95,English,Work,White,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,4-6_yr
91326,Other,40,More,1,0,0,1,1,1,0,0,Illinois,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,1,0,0,0,0,0,0,0,USA,Computer,Divorced,Encryption,1,NT,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr
94197,Counselor,57,More,1,1,0,1,0,0,0,1,South_Carolina,0,0,0,1,0,0,Masters,Never,Female,Over_$100,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Other,1,?,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo
92148,College_Student,18,More,0,1,0,0,0,0,0,1,United_Kingdom,0,0,0,1,0,0,High_School,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Censorship,4,PC_Unix,English,Public,White,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,Yes,Bisexual,No,No,0,1,0,0,0,0,Other_sources,Under_6_mo
91631,Other,Not_Say,Dont_Know,0,0,1,0,0,0,0,0,Minnesota,0,0,0,1,0,0,College,Never,Female,Not_Say,0,0,0,0,0,0,1,0,0,USA,Other,Not_Say,Navigation,3,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr
95418,Other,50,More,1,1,0,1,0,1,0,1,California,0,0,0,1,0,0,Some_College,Under_25,Female,$50-74,0,0,0,0,0,0,0,1,0,USA,Education,Married,Other,4,Macintosh,English,Primarily_work,White,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr
94020,Other,56,Less,0,0,1,0,0,0,0,0,Illinois,0,1,0,0,0,1,College,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,Win95,English,Home,White,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Poor_quality,4-6_yr
94021,Administrator/Secretary,50,Equally,1,0,0,1,0,0,0,0,Florida,0,0,0,0,0,1,College,Never,Female,$40-49,0,0,0,1,0,0,0,0,0,USA,Other,Married,Privacy,1,?,English,Home,White,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,Yes,Bisexual,No,No,0,0,0,0,1,0,Payment_mechanism,Under_6_mo
94913,Consultant,55,Equally,0,0,1,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,Doctoral,NA,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Navigation,4,?,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,6-12_mo
94914,Civil_Servant,46,Equally,0,0,0,0,0,1,0,1,New_York,0,0,0,0,0,1,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Encryption,1,?,English,Home,Black,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,6-12_mo
94957,Engineer,34,More,0,0,0,0,0,1,0,0,Spain,0,0,0,1,0,0,Masters,Never,Male,$30-39,0,0,0,0,0,0,0,1,0,Europe,Professional,Single,Navigation,1,Win95,Spanish,Work,White,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Payment_mechanism,4-6_yr
96450,Other,24,Dont_Know,0,0,1,0,0,0,0,0,Norway,0,0,0,1,0,0,College,Never,Male,$20-29,0,0,0,0,0,0,0,1,0,Europe,Education,Single,Dont_Know,1,Win95,Norwegian,School,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,1,0,Other_sources,Under_6_mo
98701,Other,23,More,0,1,0,0,1,0,0,1,Wisconsin,0,0,0,1,0,0,Some_College,Never,Female,$20-29,0,0,0,0,1,0,0,0,0,USA,Education,Married,Dont_Know,3,?,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,Under_6_mo
94031,Other,27,Dont_Know,1,0,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,High_School,Under_25,Female,$10-19,1,0,0,0,0,0,0,0,1,USA,Other,Single,Navigation,4,?,English,Home,White,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,No,Transgender,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo
94032,Salesperson,28,Dont_Know,0,0,1,0,0,0,0,0,Ohio,0,0,0,1,0,0,College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Privacy,2,?,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Bisexual,Yes,No,0,0,0,0,1,0,Other_sources,Under_6_mo
96449,Health_Care_Worker,35,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Censorship,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr
98969,Investor,35,More,0,1,0,1,0,1,0,0,Georgia,0,0,0,1,0,0,College,Never,Male,Over_$100,0,0,0,0,0,0,0,1,0,USA,Professional,Married,Encryption,1,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Poor_quality,Over_7_yr
94538,College_Educator,23,Equally,1,0,0,0,0,1,0,1,Washington_D.C.,0,0,0,1,0,0,College,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Single,Navigation,1,Macintosh,English,Work,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,Yes,Gay_male,Yes,No,0,0,0,0,0,1,Other_sources,4-6_yr
94057,Designer,42,More,0,1,0,0,0,0,0,0,Washington,0,0,0,1,0,0,High_School,Never,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Single,Taxes,1,?,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo
94214,College_Student,19,Dont_Know,0,0,1,0,0,0,0,0,Belgium,0,0,0,1,0,0,High_School,NA,Female,Under_$10,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Dont_Know,1,Dont_Know,Dutch,Other,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other,Under_6_mo
94219,IS,31,More,0,1,0,1,1,1,0,0,California,0,0,0,1,0,0,College,Over_75,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,1,Win95,Not_Say,School,White,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0,Already_paying,1-3_yr
94221,Service_Industry_Occupation,24,More,0,1,0,0,0,0,0,0,Idaho,0,1,0,0,0,0,Some_College,Under_25,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Single,Taxes,1,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,6-12_mo
94059,Health_Care_Worker,43,Dont_Know,0,0,0,0,0,1,0,0,Florida,0,0,0,1,0,0,Professional,Not_Say,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Censorship,1,PC_Unix,English,Home,White,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,4-6_yr
91797,College_Student,18,Equally,1,1,0,0,0,0,0,1,Virginia,0,0,0,1,0,0,High_School,Never,Female,Under_$10,0,0,0,1,0,0,0,0,0,USA,Education,Single,Navigation,2,Win95,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,Under_6_mo
