who,Years_on_Internet,Web_Ordering,Age,Not_Purchasing_Too_complicated,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Security,Not_Purchasing_Easier_locally
92666,1-3_yr,No,39,0,0,0,0,1
95960,1-3_yr,Yes,21,0,0,1,1,0
99962,Over_7_yr,Yes,32,0,0,0,0,1
96853,Under_6_mo,No,66,0,0,0,1,0
94291,Under_6_mo,Yes,44,0,1,0,1,0
98392,Under_6_mo,Yes,51,1,0,0,1,0
98564,4-6_yr,Yes,0,0,0,1,1,0
96887,6-12_mo,No,36,0,1,1,0,0
89622,4-6_yr,Yes,22,0,0,0,0,0
92864,1-3_yr,Yes,32,0,0,0,0,1
93777,1-3_yr,Yes,43,0,0,0,0,0
94086,1-3_yr,Yes,31,0,0,1,0,1
94295,Over_7_yr,Yes,27,0,0,1,0,0
98952,4-6_yr,Yes,33,0,0,1,1,0
94297,1-3_yr,No,34,0,0,0,1,0
97926,1-3_yr,Yes,0,0,0,0,1,0
97510,Under_6_mo,No,24,0,0,0,0,0
94303,1-3_yr,Yes,47,0,0,0,0,1
94755,Under_6_mo,No,33,0,0,0,1,0
98078,Under_6_mo,No,38,0,0,0,0,0
90716,1-3_yr,Yes,40,0,0,1,0,1
91531,1-3_yr,Yes,46,0,0,0,0,0
99033,4-6_yr,Yes,33,0,0,0,1,0
91229,6-12_mo,Yes,60,1,0,0,1,0
94981,Under_6_mo,No,0,0,0,0,0,0
96926,4-6_yr,No,47,0,1,0,0,0
95817,6-12_mo,No,53,1,0,1,1,0
96175,Under_6_mo,No,14,0,0,0,0,0
94231,1-3_yr,Yes,19,0,0,0,0,0
94426,1-3_yr,Yes,75,0,0,1,0,0
99374,Under_6_mo,No,34,0,0,0,0,0
98045,1-3_yr,Yes,23,0,0,0,0,0
90555,6-12_mo,No,25,0,0,1,1,0
95839,1-3_yr,No,44,0,0,0,0,0
97098,4-6_yr,Yes,70,0,0,1,0,0
97865,Over_7_yr,Yes,47,0,0,0,0,0
97358,4-6_yr,No,23,1,0,0,0,1
72310,Over_7_yr,No,37,0,1,1,1,0
99098,4-6_yr,Yes,35,0,0,1,1,1
95082,Over_7_yr,No,32,0,0,0,1,0
91069,6-12_mo,Yes,45,0,1,1,0,1
95711,Under_6_mo,Yes,33,0,0,1,1,0
96982,1-3_yr,Yes,24,0,1,1,1,0
90902,Under_6_mo,No,24,0,0,0,0,0
91083,1-3_yr,No,19,0,0,1,1,0
91695,Over_7_yr,Yes,26,0,0,0,0,0
93910,6-12_mo,Yes,32,1,0,1,1,0
90806,1-3_yr,Yes,43,0,0,0,0,0
91097,1-3_yr,Yes,21,0,0,0,0,1
92069,1-3_yr,Yes,50,0,0,0,0,0
92869,6-12_mo,No,70,0,0,0,1,0
90915,Under_6_mo,Yes,49,0,0,1,0,0
91333,Under_6_mo,No,44,0,0,0,1,0
99667,4-6_yr,No,21,0,0,0,1,0
90919,4-6_yr,Yes,26,0,0,0,0,1
94233,1-3_yr,Yes,30,0,0,1,1,0
93381,1-3_yr,Yes,17,0,0,0,0,0
90827,6-12_mo,Yes,26,0,0,0,0,0
91340,Under_6_mo,No,59,1,0,1,1,0
92667,6-12_mo,Yes,47,0,0,1,1,0
96076,4-6_yr,Yes,31,0,0,0,0,0
91344,1-3_yr,Yes,63,0,0,0,0,0
96821,1-3_yr,Yes,35,0,0,0,0,0
91471,Under_6_mo,Yes,26,0,0,0,0,0
98894,1-3_yr,No,37,0,1,0,0,1
90428,4-6_yr,Dont_know,42,0,1,1,1,1
93475,4-6_yr,No,21,0,0,1,1,1
99821,6-12_mo,No,40,0,0,0,1,0
91347,1-3_yr,Yes,0,0,0,1,1,0
91475,Under_6_mo,No,19,1,0,0,0,1
91203,1-3_yr,No,20,0,0,0,0,0
91476,Under_6_mo,No,24,0,1,1,1,0
95285,4-6_yr,No,16,0,0,1,1,0
99323,4-6_yr,Yes,33,0,1,0,0,1
92015,Under_6_mo,Yes,27,0,0,0,0,0
97730,1-3_yr,Yes,40,0,0,1,0,0
63449,6-12_mo,No,28,0,0,0,0,0
91483,Under_6_mo,No,28,0,0,1,1,0
91482,6-12_mo,No,71,0,1,0,1,0
98515,4-6_yr,Yes,22,0,1,1,1,0
91300,6-12_mo,No,47,0,0,1,1,0
90768,4-6_yr,Yes,37,1,1,0,1,1
98986,6-12_mo,Yes,43,0,0,1,1,0
92202,Under_6_mo,No,15,0,1,1,0,0
95907,1-3_yr,Yes,42,0,0,0,1,0
91680,6-12_mo,No,53,0,0,1,1,0
91222,Over_7_yr,Yes,38,0,0,0,0,1
94723,4-6_yr,No,23,1,0,1,1,0
94234,Under_6_mo,Yes,18,0,0,1,1,0
95618,1-3_yr,Yes,64,0,1,1,1,0
91240,1-3_yr,Yes,39,0,0,0,0,0
91669,1-3_yr,Yes,71,0,1,0,1,0
91489,6-12_mo,No,53,0,1,1,1,0
91490,Under_6_mo,No,47,1,0,1,1,0
91090,1-3_yr,Yes,45,0,0,0,0,0
92243,Over_7_yr,Yes,27,0,0,1,1,1
91251,4-6_yr,Yes,35,0,0,0,0,0
95289,6-12_mo,Yes,55,0,0,0,1,0
96979,1-3_yr,Yes,19,0,0,0,0,0
95800,Under_6_mo,Yes,29,0,0,1,1,1
91349,1-3_yr,Yes,19,0,0,0,1,0
91602,1-3_yr,Yes,40,0,0,1,1,0
96045,1-3_yr,No,33,0,0,0,0,0
99699,Over_7_yr,Yes,20,0,0,1,1,0
91351,Under_6_mo,No,19,0,0,1,1,0
92070,Under_6_mo,Yes,45,0,0,0,1,0
96482,4-6_yr,Yes,27,0,0,0,0,0
91274,1-3_yr,Yes,48,0,0,0,0,0
96333,1-3_yr,Yes,47,0,0,0,0,0
91608,1-3_yr,Yes,52,0,0,1,1,0
91284,Over_7_yr,No,25,1,1,1,1,1
90626,6-12_mo,No,72,0,1,1,1,0
91496,1-3_yr,Yes,35,0,0,0,0,1
99100,1-3_yr,Yes,22,0,0,1,0,1
92923,1-3_yr,No,25,0,0,0,0,0
91192,1-3_yr,No,25,0,0,0,0,0
95580,4-6_yr,No,25,0,0,0,0,0
98517,1-3_yr,Yes,48,0,0,0,0,0
91397,Under_6_mo,No,32,0,0,0,1,1
91404,1-3_yr,No,26,0,0,0,1,0
92379,1-3_yr,No,46,0,0,0,0,0
99196,4-6_yr,Yes,0,1,1,1,0,1
98486,4-6_yr,Yes,51,0,0,1,1,0
98489,1-3_yr,Yes,20,0,1,0,0,1
96600,1-3_yr,No,27,0,0,1,1,1
51689,Under_6_mo,No,0,0,0,0,1,0
90579,Under_6_mo,Yes,28,0,0,0,1,0
95368,1-3_yr,Yes,37,0,0,1,1,0
91612,Under_6_mo,No,48,0,0,1,1,1
91430,1-3_yr,Yes,20,0,0,0,0,0
92065,4-6_yr,Yes,29,0,0,1,1,1
90769,6-12_mo,Yes,49,0,0,0,0,0
91431,4-6_yr,Yes,22,0,0,0,0,0
94173,1-3_yr,Yes,25,0,1,0,1,1
94433,1-3_yr,Yes,27,0,0,1,1,1
99091,1-3_yr,Yes,66,0,0,0,0,0
91697,6-12_mo,Yes,29,0,0,0,1,1
93829,Over_7_yr,Yes,44,0,0,0,0,0
40738,1-3_yr,No,28,0,0,1,1,1
73825,1-3_yr,Yes,46,0,0,0,1,0
95514,4-6_yr,Yes,22,0,0,1,0,0
91439,1-3_yr,No,21,0,0,0,0,0
95032,6-12_mo,Yes,32,0,1,0,0,1
90770,6-12_mo,Yes,46,0,0,0,1,0
91511,4-6_yr,No,24,0,0,0,1,0
91532,1-3_yr,No,29,0,0,1,1,0
91985,1-3_yr,Yes,54,0,0,0,0,0
91673,1-3_yr,Yes,69,0,0,0,1,0
97872,4-6_yr,Yes,22,0,0,1,1,0
91620,6-12_mo,Yes,57,0,0,1,1,0
96359,Under_6_mo,Yes,39,0,0,1,1,1
91622,4-6_yr,Yes,24,0,0,1,1,0
97099,6-12_mo,Yes,32,0,0,1,1,0
95728,1-3_yr,Yes,50,0,0,0,0,0
96040,4-6_yr,Yes,0,0,0,0,0,0
91535,Under_6_mo,Yes,24,0,0,0,0,0
94461,4-6_yr,No,21,0,0,0,1,1
95901,1-3_yr,Yes,49,0,0,0,0,0
97087,Under_6_mo,Yes,19,0,0,0,0,0
58172,4-6_yr,Yes,54,0,0,0,0,1
99520,4-6_yr,Yes,31,0,0,0,1,0
92406,6-12_mo,No,28,0,1,0,1,0
91548,1-3_yr,No,35,0,0,1,1,0
95729,Under_6_mo,No,34,0,0,1,1,1
91560,1-3_yr,No,16,0,0,0,0,0
98456,1-3_yr,Yes,47,0,0,0,0,1
98930,4-6_yr,Yes,22,0,0,0,0,0
98457,1-3_yr,Yes,50,0,0,0,0,0
97341,1-3_yr,Yes,21,0,1,0,0,1
98077,4-6_yr,Yes,29,0,0,0,0,0
99187,6-12_mo,No,34,0,0,0,0,0
93326,1-3_yr,Yes,35,0,0,0,1,0
92431,1-3_yr,Yes,33,0,0,0,0,1
99313,1-3_yr,No,50,0,0,0,0,0
93666,Under_6_mo,No,49,0,0,1,1,0
99950,Under_6_mo,Yes,38,0,0,1,1,0
94823,1-3_yr,Yes,33,0,0,1,0,0
91559,4-6_yr,Yes,46,0,0,0,0,0
91732,4-6_yr,No,0,0,0,0,1,1
98496,1-3_yr,Yes,31,0,0,0,0,0
90786,Over_7_yr,No,49,0,0,0,0,0
91733,1-3_yr,No,52,0,0,0,0,0
95119,1-3_yr,Yes,49,0,0,1,1,0
94930,1-3_yr,Yes,45,0,0,0,0,0
97607,6-12_mo,No,73,0,0,0,1,0
93858,4-6_yr,Yes,24,1,0,0,1,1
94757,Under_6_mo,Yes,52,0,0,1,1,0
93084,Over_7_yr,Yes,40,0,1,1,0,0
95244,Under_6_mo,Yes,32,0,0,0,1,0
93585,1-3_yr,Yes,29,0,0,1,1,0
98250,6-12_mo,Yes,31,0,0,0,0,0
92865,4-6_yr,Yes,49,0,0,0,0,0
94824,4-6_yr,No,32,0,0,1,1,0
99731,6-12_mo,Yes,29,0,1,0,0,0
95152,Under_6_mo,No,31,0,0,0,1,0
95730,1-3_yr,No,33,0,0,1,0,0
90772,Under_6_mo,No,0,0,0,1,1,0
93266,Under_6_mo,No,0,1,0,1,1,1
91645,Under_6_mo,No,46,1,1,1,1,0
91742,Under_6_mo,No,31,0,1,1,1,1
91648,6-12_mo,No,19,0,1,1,1,1
95581,Under_6_mo,No,37,0,0,0,1,0
99504,4-6_yr,No,35,0,1,1,1,1
92392,1-3_yr,Yes,24,0,0,0,0,0
92344,6-12_mo,Yes,24,0,0,0,0,0
92071,6-12_mo,Yes,54,0,0,0,0,0
98458,4-6_yr,Yes,33,0,0,0,0,0
92711,4-6_yr,Yes,29,0,0,1,0,0
91840,6-12_mo,No,48,0,0,1,1,0
94017,1-3_yr,Yes,23,0,0,0,1,0
91238,4-6_yr,Yes,28,0,0,1,1,0
96596,Over_7_yr,Yes,27,0,1,0,0,1
97514,6-12_mo,No,12,0,0,0,0,0
90963,4-6_yr,Yes,19,1,1,1,1,0
91841,Under_6_mo,Yes,53,0,0,1,1,0
91263,6-12_mo,Yes,46,0,0,0,0,0
94081,6-12_mo,Yes,59,0,0,0,0,0
99150,4-6_yr,No,40,0,0,1,0,0
91917,4-6_yr,Yes,51,0,0,1,0,0
42529,4-6_yr,Yes,23,0,0,0,0,0
49238,1-3_yr,Yes,34,0,0,0,1,0
96760,6-12_mo,No,35,0,0,0,0,0
90635,1-3_yr,Yes,20,0,0,0,0,0
92416,1-3_yr,Yes,30,0,0,1,1,0
95571,Over_7_yr,Yes,28,0,0,0,0,0
96763,Under_6_mo,Yes,51,0,0,0,1,0
97515,Under_6_mo,Yes,20,0,0,0,1,0
92669,6-12_mo,No,0,0,1,1,1,0
96050,1-3_yr,Yes,24,0,0,0,0,1
96764,4-6_yr,Yes,23,1,1,0,0,1
92262,4-6_yr,Yes,27,0,0,0,1,0
97477,Under_6_mo,No,17,0,0,1,1,1
91567,6-12_mo,No,22,0,0,0,0,0
95168,4-6_yr,Yes,42,0,0,0,1,0
51754,4-6_yr,Yes,46,0,0,0,0,0
99074,4-6_yr,Yes,23,0,0,1,1,1
94737,1-3_yr,No,19,0,1,1,1,0
99151,1-3_yr,Yes,27,0,0,0,0,0
99780,1-3_yr,Yes,26,0,0,0,0,0
93945,1-3_yr,No,73,0,0,1,1,0
96765,4-6_yr,Yes,31,0,0,0,0,0
95292,Under_6_mo,No,32,0,0,0,1,0
91701,1-3_yr,No,24,0,1,0,1,0
96238,4-6_yr,Yes,29,0,0,0,0,0
91706,Over_7_yr,Yes,25,1,0,1,1,0
93757,1-3_yr,Yes,26,0,0,0,1,0
94110,1-3_yr,Yes,35,0,0,0,0,0
92935,1-3_yr,No,19,0,0,0,0,0
94273,1-3_yr,No,28,0,0,1,1,0
90638,6-12_mo,Yes,25,0,1,1,1,1
96766,4-6_yr,Yes,46,0,0,0,0,0
96311,1-3_yr,Yes,26,0,0,0,1,0
98809,Over_7_yr,Yes,40,0,0,1,1,0
90992,6-12_mo,Yes,7,0,0,1,0,0
91632,6-12_mo,No,35,0,0,0,0,0
94875,6-12_mo,Yes,45,0,0,0,0,0
91920,1-3_yr,No,37,0,0,0,1,0
90844,1-3_yr,Yes,37,0,0,0,0,0
93495,4-6_yr,Yes,43,0,0,0,0,0
95076,Under_6_mo,Yes,51,0,0,0,0,0
98501,1-3_yr,Yes,35,0,0,0,0,0
90378,6-12_mo,No,21,0,0,0,1,0
90552,1-3_yr,No,20,0,0,1,1,1
92747,4-6_yr,No,22,0,0,0,0,1
95278,1-3_yr,Yes,42,0,0,0,0,0
91948,1-3_yr,Yes,52,0,1,1,0,1
96767,4-6_yr,Yes,27,0,0,1,1,0
92266,1-3_yr,Yes,30,0,0,0,0,0
96343,4-6_yr,Yes,24,0,1,0,0,1
98787,1-3_yr,Yes,27,0,0,0,0,0
96124,Over_7_yr,Yes,26,0,1,1,1,0
90783,1-3_yr,No,47,0,1,1,1,0
91750,1-3_yr,Yes,23,0,1,1,1,0
78668,Over_7_yr,Yes,29,0,0,0,0,0
93131,1-3_yr,Yes,55,0,0,0,0,0
95294,Under_6_mo,Yes,39,0,0,0,0,0
98459,4-6_yr,No,26,0,0,0,0,0
90671,1-3_yr,No,29,0,0,1,1,0
95288,1-3_yr,Yes,32,0,0,0,0,0
98508,1-3_yr,Yes,47,1,0,1,1,1
91795,6-12_mo,Yes,31,0,1,1,1,1
91796,1-3_yr,Yes,38,0,0,0,0,0
92423,1-3_yr,Yes,42,0,0,0,0,0
95038,Under_6_mo,No,25,0,0,0,0,0
91923,4-6_yr,Yes,18,0,0,0,0,1
95039,1-3_yr,No,17,1,0,0,1,1
92701,4-6_yr,Yes,19,0,1,0,0,1
94893,1-3_yr,Yes,23,0,0,0,0,0
95615,6-12_mo,Yes,41,0,0,0,0,0
91925,6-12_mo,Yes,55,0,0,0,0,0
91803,4-6_yr,No,0,0,0,0,0,0
92078,Over_7_yr,Yes,30,0,0,0,0,0
95211,1-3_yr,Yes,20,0,1,0,0,1
91805,6-12_mo,No,60,0,0,1,1,1
95040,Under_6_mo,Yes,24,0,0,1,1,0
91930,Under_6_mo,No,20,0,0,0,0,0
94973,Over_7_yr,Yes,27,0,0,0,0,0
91811,1-3_yr,No,28,0,0,1,1,0
93764,4-6_yr,Yes,29,0,0,0,0,0
92190,6-12_mo,Yes,18,0,0,0,1,0
92859,1-3_yr,Yes,72,1,0,1,1,1
95187,1-3_yr,No,45,0,0,0,0,0
92477,1-3_yr,Yes,22,0,0,0,0,1
91820,6-12_mo,Yes,33,0,0,0,0,1
91868,1-3_yr,No,58,0,1,1,1,1
96531,Over_7_yr,Yes,24,0,0,0,1,0
97717,4-6_yr,Yes,26,1,0,1,0,1
99333,4-6_yr,Yes,26,0,0,0,0,0
96532,4-6_yr,Yes,28,0,0,0,0,0
97025,1-3_yr,No,36,0,0,0,0,0
98668,1-3_yr,Yes,49,0,0,0,1,0
96996,1-3_yr,Yes,18,0,1,0,0,0
92091,4-6_yr,No,31,0,0,1,1,0
95871,1-3_yr,Yes,25,0,0,1,1,0
91882,1-3_yr,No,28,0,0,0,1,0
97625,Under_6_mo,No,50,0,0,0,0,1
98425,1-3_yr,Yes,38,0,0,0,0,0
98931,1-3_yr,Yes,23,0,1,1,0,0
70261,1-3_yr,No,50,0,1,0,0,0
97626,6-12_mo,Yes,33,0,0,0,0,0
92745,6-12_mo,Yes,15,0,0,1,1,1
91994,Under_6_mo,No,37,0,0,0,1,1
91628,1-3_yr,Yes,58,0,0,1,1,1
92192,Under_6_mo,No,14,0,1,1,0,1
98680,6-12_mo,Yes,35,0,0,1,1,0
98681,6-12_mo,No,45,0,0,0,0,0
92120,Under_6_mo,No,18,0,0,0,0,0
95526,Under_6_mo,No,28,0,0,1,1,0
92263,Under_6_mo,No,29,0,0,0,1,0
95427,4-6_yr,Yes,29,0,0,0,0,0
92127,4-6_yr,Yes,42,0,0,1,1,0
99329,4-6_yr,Yes,38,0,0,0,0,0
99616,4-6_yr,Yes,52,0,0,0,0,0
92783,Under_6_mo,Yes,37,0,0,1,1,0
99378,1-3_yr,No,29,0,0,0,0,0
91317,6-12_mo,Yes,38,0,0,0,1,0
98782,Over_7_yr,Yes,32,0,0,0,0,0
47336,Over_7_yr,Yes,33,0,0,0,0,0
92001,Under_6_mo,No,33,0,0,1,1,0
93586,1-3_yr,No,47,0,0,0,0,0
93768,Under_6_mo,Yes,18,0,0,1,1,0
92726,1-3_yr,No,22,0,0,1,1,0
95818,1-3_yr,Yes,52,0,0,1,1,0
93269,Under_6_mo,Yes,41,0,1,0,1,0
92131,6-12_mo,Dont_know,12,0,0,0,1,0
97478,Under_6_mo,No,49,0,0,0,1,0
97381,Under_6_mo,Yes,29,1,0,0,0,0
92542,1-3_yr,No,28,0,0,0,0,0
91997,1-3_yr,Yes,48,1,1,1,1,1
96614,1-3_yr,Yes,22,0,1,0,0,0
91951,1-3_yr,No,36,0,0,0,1,0
95720,1-3_yr,Yes,26,0,0,0,0,1
91956,4-6_yr,No,27,0,0,0,0,0
92641,4-6_yr,Yes,44,0,0,0,1,0
97541,1-3_yr,Yes,47,0,0,0,0,0
90828,Over_7_yr,Yes,19,0,1,0,0,1
82835,4-6_yr,Yes,40,0,0,0,1,1
90537,6-12_mo,Yes,33,0,0,0,0,0
91794,Under_6_mo,No,43,0,0,0,1,0
91912,6-12_mo,Yes,17,0,0,0,1,1
92592,1-3_yr,Yes,38,0,0,0,1,1
92097,Under_6_mo,No,25,0,0,0,1,0
95722,1-3_yr,No,40,0,1,1,1,0
96768,1-3_yr,Yes,27,0,0,0,0,1
99432,1-3_yr,Yes,28,0,0,0,0,0
96353,1-3_yr,No,28,0,0,0,0,0
99956,6-12_mo,Yes,27,0,0,1,0,0
92456,6-12_mo,No,40,0,0,1,1,0
92193,1-3_yr,Yes,39,0,0,0,1,0
90864,6-12_mo,Yes,53,0,0,0,0,0
93327,Under_6_mo,No,31,0,0,0,1,0
94632,Over_7_yr,Yes,23,0,0,0,0,0
98811,1-3_yr,Yes,25,0,0,1,1,0
93006,4-6_yr,Yes,25,0,1,0,0,1
62732,1-3_yr,Yes,45,0,0,0,0,0
94740,Under_6_mo,Yes,30,0,0,1,1,0
98554,4-6_yr,Yes,30,0,0,0,0,0
90639,1-3_yr,No,33,0,0,0,0,0
94025,6-12_mo,No,37,0,0,0,1,0
93472,Under_6_mo,No,18,0,0,0,0,0
92481,1-3_yr,Yes,41,0,0,0,0,0
94307,1-3_yr,Yes,0,0,0,1,1,0
94860,Under_6_mo,No,24,0,0,0,0,0
95659,1-3_yr,No,38,0,0,1,1,0
92845,6-12_mo,No,18,0,1,0,0,0
91942,1-3_yr,Yes,27,0,0,1,1,1
98959,6-12_mo,Yes,43,0,0,0,0,0
92613,4-6_yr,Yes,46,1,0,0,0,1
94720,1-3_yr,Yes,40,0,0,0,0,0
93587,6-12_mo,No,74,0,0,0,1,0
64295,4-6_yr,Yes,28,0,0,1,0,1
13590,4-6_yr,Yes,20,0,0,0,0,0
95268,6-12_mo,No,30,0,0,1,1,1
98960,Under_6_mo,Dont_know,22,0,1,1,1,0
94777,4-6_yr,Yes,31,0,0,0,0,0
99278,6-12_mo,No,5,1,0,1,1,1
92023,1-3_yr,Yes,48,0,0,1,1,0
90558,Under_6_mo,No,44,0,0,1,1,0
90995,6-12_mo,Yes,28,0,0,0,0,0
97277,1-3_yr,Yes,51,0,1,0,1,0
94379,Under_6_mo,Yes,68,0,0,1,0,0
97387,1-3_yr,Yes,45,0,0,0,0,0
97388,6-12_mo,Yes,40,0,0,0,0,0
90561,1-3_yr,Yes,55,0,0,0,0,0
90562,Under_6_mo,Yes,58,0,0,1,1,0
96368,Under_6_mo,Dont_know,52,0,0,0,0,0
93416,6-12_mo,No,28,0,0,0,1,0
94847,1-3_yr,No,19,0,1,1,1,1
99909,4-6_yr,No,39,0,1,0,0,0
95768,Over_7_yr,Yes,27,0,1,0,0,0
83619,4-6_yr,No,35,0,0,1,0,0
90563,1-3_yr,Yes,45,0,0,0,1,0
90832,4-6_yr,Yes,26,0,0,1,1,0
94849,6-12_mo,No,55,0,0,1,1,0
95794,4-6_yr,Yes,49,0,0,0,0,0
97212,1-3_yr,Yes,27,1,0,0,0,1
79047,4-6_yr,Yes,23,0,0,1,1,0
90614,6-12_mo,Yes,41,0,0,1,1,0
91076,Under_6_mo,Yes,49,0,0,0,0,0
93492,1-3_yr,No,32,0,1,0,0,0
95452,4-6_yr,No,37,0,0,0,0,1
97993,Under_6_mo,No,55,0,0,0,0,0
95347,6-12_mo,No,15,0,0,0,0,1
90763,Under_6_mo,No,44,0,0,0,0,1
94707,1-3_yr,Yes,22,0,0,0,0,0
98967,6-12_mo,Yes,31,0,0,0,0,0
93252,4-6_yr,Yes,22,0,0,1,1,0
97483,6-12_mo,No,55,0,0,0,0,0
95153,6-12_mo,No,47,0,1,1,1,0
97670,1-3_yr,No,21,0,0,0,0,0
97671,6-12_mo,Yes,35,0,0,0,0,0
98443,6-12_mo,Yes,51,0,0,0,0,0
91233,6-12_mo,Yes,24,0,0,0,1,0
58513,4-6_yr,Yes,58,0,0,0,0,0
97145,4-6_yr,Yes,38,0,0,0,0,0
98585,1-3_yr,Yes,66,0,0,0,0,0
62055,1-3_yr,Yes,41,0,0,0,1,1
98099,Under_6_mo,Yes,43,0,0,1,1,0
92072,Over_7_yr,Yes,47,0,0,0,0,0
94270,1-3_yr,No,22,0,0,0,1,0
98436,1-3_yr,No,77,0,0,1,1,0
42997,1-3_yr,No,34,0,0,1,1,0
99643,1-3_yr,No,0,0,1,1,1,1
90866,1-3_yr,No,31,0,1,0,1,0
16080,6-12_mo,No,65,0,0,0,0,0
94252,6-12_mo,Yes,35,0,0,0,0,0
98447,1-3_yr,Yes,58,0,0,1,1,0
93314,Over_7_yr,Yes,26,0,0,0,0,0
93543,1-3_yr,Yes,29,0,0,0,0,0
98972,1-3_yr,Yes,32,0,1,1,0,1
98979,6-12_mo,Yes,31,0,0,0,0,1
90566,1-3_yr,Yes,51,0,0,1,1,1
95522,Under_6_mo,No,0,0,0,0,0,0
99459,Over_7_yr,Yes,39,0,0,0,0,0
96084,Under_6_mo,Yes,35,0,0,0,0,0
96650,1-3_yr,Yes,34,0,0,0,0,0
90568,6-12_mo,Yes,60,0,0,1,1,0
91385,1-3_yr,Yes,24,0,0,0,1,1
94539,1-3_yr,Yes,50,0,0,0,1,0
96799,Under_6_mo,No,18,0,0,0,0,0
92133,1-3_yr,Yes,38,0,0,0,0,0
52722,Under_6_mo,No,50,0,0,0,1,0
97152,1-3_yr,No,0,0,0,1,1,0
98069,1-3_yr,Yes,67,0,0,0,0,1
99346,1-3_yr,Yes,34,0,0,1,1,0
98450,6-12_mo,Yes,33,0,0,0,1,0
94114,Under_6_mo,No,32,0,1,0,1,1
98816,Under_6_mo,Yes,26,0,0,0,0,1
99788,Under_6_mo,Yes,40,0,0,0,1,0
90488,6-12_mo,No,54,0,0,1,1,1
95356,6-12_mo,No,51,0,0,0,0,0
61266,1-3_yr,Yes,28,0,0,0,0,0
97216,1-3_yr,No,28,0,0,1,1,0
98620,1-3_yr,Yes,51,1,0,1,1,1
94427,Under_6_mo,Yes,18,0,0,1,1,0
95444,Under_6_mo,No,46,0,0,1,1,0
96272,4-6_yr,Yes,35,0,0,0,0,0
94602,4-6_yr,Yes,31,0,0,0,0,0
98821,1-3_yr,No,48,0,0,0,1,0
91316,1-3_yr,Yes,25,0,0,0,1,0
92047,6-12_mo,Yes,55,1,0,0,0,0
92082,4-6_yr,Yes,34,0,1,1,1,0
92712,4-6_yr,Yes,40,0,0,0,0,0
92234,1-3_yr,Yes,32,0,0,0,0,0
96201,1-3_yr,Yes,23,0,0,0,0,0
96662,Under_6_mo,Dont_know,15,0,0,0,0,0
18376,1-3_yr,Yes,46,0,0,0,0,0
95090,4-6_yr,Yes,49,1,0,0,0,0
90570,1-3_yr,No,64,0,1,1,0,0
95882,Under_6_mo,No,23,0,0,0,0,0
96251,6-12_mo,Yes,60,0,0,1,1,0
90572,6-12_mo,Yes,37,0,0,0,0,0
93210,4-6_yr,Yes,35,0,0,0,0,0
96218,1-3_yr,Yes,25,0,0,0,0,0
95542,1-3_yr,Yes,26,0,0,0,0,1
96274,6-12_mo,Yes,30,0,0,0,1,0
92713,1-3_yr,No,39,0,0,1,0,0
95974,4-6_yr,Yes,37,0,0,0,1,0
92795,Under_6_mo,No,53,0,0,0,0,0
95354,1-3_yr,Yes,26,0,0,0,0,0
95784,4-6_yr,Yes,26,0,0,0,0,1
98945,Over_7_yr,Yes,42,0,0,0,0,0
90574,Under_6_mo,No,46,0,0,0,1,0
95689,1-3_yr,Yes,23,0,0,1,1,0
90577,6-12_mo,No,50,0,0,1,1,0
98418,Under_6_mo,Yes,29,0,0,0,0,0
93045,Under_6_mo,Yes,35,0,0,1,1,0
98075,1-3_yr,Yes,40,0,0,1,1,0
94607,4-6_yr,Yes,33,0,0,0,0,0
98419,6-12_mo,Yes,53,0,0,1,1,1
95877,6-12_mo,Yes,17,0,1,1,1,1
92735,1-3_yr,Yes,39,0,0,1,0,0
92714,1-3_yr,Yes,28,0,0,0,0,0
95361,Under_6_mo,Yes,19,0,0,0,0,0
95003,4-6_yr,Yes,0,0,0,0,0,1
97691,1-3_yr,Yes,34,0,0,0,0,0
98666,4-6_yr,Yes,69,0,0,0,0,0
94207,1-3_yr,Yes,30,0,0,0,0,0
93662,1-3_yr,No,50,0,0,1,1,1
70324,1-3_yr,Yes,40,1,0,1,1,1
92806,Under_6_mo,No,57,0,0,0,0,0
93258,Over_7_yr,Yes,35,0,0,0,1,0
92294,Under_6_mo,Yes,55,0,0,0,1,0
98599,4-6_yr,Yes,33,0,0,1,1,0
99714,1-3_yr,No,46,0,0,1,0,0
20391,1-3_yr,No,24,0,1,1,1,0
98076,6-12_mo,No,74,0,0,0,1,1
98639,1-3_yr,Yes,22,0,0,0,0,0
95445,1-3_yr,Yes,52,0,0,0,0,0
99926,4-6_yr,Yes,42,0,0,0,0,0
98434,6-12_mo,No,53,0,1,1,1,1
94514,Over_7_yr,Yes,56,0,0,0,0,0
95392,6-12_mo,Yes,38,0,0,0,1,0
95393,1-3_yr,No,36,0,0,1,1,0
98440,Over_7_yr,Yes,30,0,0,0,0,1
91019,Under_6_mo,No,60,1,0,0,0,1
99591,6-12_mo,Yes,26,0,0,0,0,0
95539,1-3_yr,No,16,0,0,0,0,0
96526,1-3_yr,Yes,55,0,0,0,0,0
90587,Under_6_mo,No,24,1,1,1,1,1
94055,1-3_yr,No,22,0,0,0,1,0
94141,1-3_yr,Yes,38,0,0,0,0,0
98358,6-12_mo,Yes,34,0,0,0,0,0
